loop_cont , time_coordinate , robot_x_ , robot_y_ , robot_yaw , robot_speed_x , robot_speed_y , robot_angvel , world_speed_x , world_speed_y , world_angvel , loop_time_cost , loop_x_Tcost , loop_y_Tcost , loop_theta_Tcost , loop_acc_x_Tcost , loop_acc_y_Tcost , loop_acc_theta_Tcost
1,90.30799999999999272,-0.00170945402780893,-0.00672202192126118,0.00208499070580025,0.01743801828396548,0.04602550886614811,-0.05495779806798228,-0.02207007193594826,-0.01754042246428476,-0.00912327115675965,0.00800000000003820,42.63944000676626445,34.03244111673694050,877.32683237120454578,0.00000000000000000,0.00000000000000000,0.00000000000000000
2,90.31199999999995498,-0.00170945402780893,-0.00672202192126118,0.00208499070580025,0.02850578100520202,0.05592196226994013,-0.11582988513172057,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00399999999996226,70.44086831205308386,55.86196449219771409,1449.55871442773968738,0.00000000000000000,0.00000000000000000,0.00000000000000000
3,90.41299999999995407,-0.00364210320968008,-0.00633819664745151,0.00284522775110623,0.05601002821957331,0.06819449676868103,-0.20688676773312739,-0.01932649181871149,0.00383825273809669,0.00760237045305976,0.00499999999999545,111.43043305864796366,87.84518790851407744,2287.63164834226154198,0.00000000000000000,0.00000000000000000,0.00000000000000000
4,90.51299999999997681,-0.00266123787170306,0.00008271806592727,-0.00813780808183449,0.07102005859144982,0.05007181124279054,-0.25995326314399536,0.00980865337977015,0.06420914713378782,-0.10983035832940719,0.00499999999999545,169.01625924227647602,132.01513950925595964,3469.59600613580823847,0.00000000000000000,0.00000000000000000,0.00000000000000000
5,90.61399999999997590,-0.00270277662825860,0.00808575561188106,-0.02393544223242648,0.09764434069966310,0.02829722077645347,-0.31241924532483933,-0.00041538756555540,0.08003037545953791,-0.15797634150591994,0.00599999999997181,247.80904951066904118,193.02739496251859919,5077.42984183926091646,0.00000000000000000,0.00000000000000000,0.00000000000000000
6,90.71299999999996544,-0.00263553247463863,0.01283167399745341,-0.04211169393899061,0.12815920244974807,0.03181685488079240,-0.37955164395214414,0.00067244153619969,0.04745918385572347,-0.18176251706564131,0.00399999999996226,350.67131198736444730,272.65146346789703102,7169.98925469180358050,0.00000000000000000,0.00000000000000000,0.00000000000000000
7,90.81299999999998818,-0.00170412813635140,0.01587841588958508,-0.06202127355028270,0.15731698087732718,0.05158046930045417,-0.47075365325751795,0.00931404338287231,0.03046741892131673,-0.19909579611292089,0.00499999999999545,479.94151317836065118,372.41679178044171294,9799.12594391472157440,0.00000000000000000,0.00000000000000000,0.00000000000000000
8,90.91299999999995407,0.00778132576683242,0.01966670732931979,-0.09786504864050623,0.13946496100960065,0.07029514319675456,-0.50000000000000000,0.09485453903183821,0.03788291439734703,-0.35843775090223523,0.00399999999996226,633.69585064439434063,494.15228163404134420,13000.36929434450030385,0.00000000000000000,0.00000000000000000,0.00000000000000000
9,91.01200000000000045,0.01712101071682228,0.02665638392415178,-0.13675521968018903,0.12851519708738868,0.07481464119149030,-0.50000000000000000,0.09339684949989861,0.06989676594831992,-0.38890171039682797,0.00400000000001910,815.76939500356854751,637.59096673154738255,16770.35352668744599214,0.00000000000000000,0.00000000000000000,0.00000000000000000
10,91.11299999999999955,0.02439365532657925,0.03307528372705533,-0.17529024138648006,0.13301509967930047,0.08972639717675794,-0.50000000000000000,0.07272644609756962,0.06418899802903551,-0.38535021706291028,0.00499999999999545,1024.05636352422425261,800.66565739252769163,21060.54159369415719993,0.00000000000000000,0.00000000000000000,0.00000000000000000
11,91.21199999999998909,0.03443737829031259,0.04023013121572834,-0.21666184710057818,0.12498261996363030,0.10266943229899683,-0.50000000000000000,0.10043722963733344,0.07154847488673011,-0.41371605714098120,0.00400000000001910,1253.32424538043323992,980.53420887288427821,25794.60743597961482010,0.00000000000000000,0.00000000000000000,0.00000000000000000
12,91.31299999999998818,0.03507258482998409,0.04682665774575175,-0.24739905924940511,0.17286104987878800,0.13567828528812509,-0.50000000000000000,0.00635206539671494,0.06596526530023412,-0.30737212148826937,0.00400000000001910,1503.01279731408249063,1173.15035974262946183,30881.10879250066136592,0.00000000000000000,0.00000000000000000,0.00000000000000000
13,91.41299999999995407,0.04439734378645464,0.05219122117106815,-0.29326013736467482,0.16622347700057852,0.16824648365048506,-0.50000000000000000,0.09324758956470558,0.05364563425316396,-0.45861078115269710,0.00499999999999545,1760.52789311384981374,1373.23247223881276113,36177.57914936228917213,0.00000000000000000,0.00000000000000000,0.00000000000000000
14,91.51299999999997681,0.05477959872577980,0.05888397587470165,-0.33188740810174527,0.15520679918436528,0.18979610203389144,-0.50000000000000000,0.10382254939325153,0.06692754703633501,-0.38627270737070452,0.00499999999999545,2022.29170256395923388,1574.06042056284900355,41561.81858561455010204,0.00000000000000000,0.00000000000000000,0.00000000000000000
15,91.61399999999997590,0.06519222701742222,0.06577306046759689,-0.37209584788252309,0.14223927611922221,0.19999999464283547,-0.50000000000000000,0.10412628291642426,0.06889084592895237,-0.40208439780777816,0.00599999999997181,2283.24820008350116041,1767.96316421616165826,46890.78989344436558895,0.00000000000000000,0.00000000000000000,0.00000000000000000
16,91.71399999999999864,0.08136585159820889,0.07534152462067088,-0.42012801942476591,0.10079843476620767,0.19641151368739551,-0.50000000000000000,0.16173624580786666,0.09568464153073997,-0.48032171542242819,0.00600000000002865,2535.60478904110095755,1945.89380026628714404,52012.75249477574834600,0.00000000000000000,0.00000000000000000,0.00000000000000000
