base_y_base_x,base_theta_base_y,base_link_base_theta,ur_arm_shoulder_pan_joint,ur_arm_shoulder_lift_joint,ur_arm_elbow_joint,ur_arm_wrist_1_joint,ur_arm_wrist_2_joint,ur_arm_wrist_3_joint
2.5,1,-1.2934e-16,1.57,-0.8678,-2.2043,-0.0347,1.6315,-9.63898e-20
2.53267,1.05243,0.0104229,1.58039,-0.933254,-2.16564,-0.00879765,1.61333,-0.00150847
2.56534,1.10486,0.0208458,1.59079,-0.998709,-2.12698,0.0171047,1.59516,-0.00301694
2.59801,1.15728,0.0312688,1.60118,-1.06416,-2.08832,0.043007,1.57698,-0.00452541
2.63068,1.20971,0.0416917,1.61157,-1.12962,-2.04965,0.0689094,1.55881,-0.00603388
2.66336,1.26214,0.0521146,1.62197,-1.19507,-2.01099,0.0948117,1.54064,-0.00754235
2.69603,1.31457,0.0625375,1.63236,-1.26053,-1.97233,0.120714,1.52247,-0.00905081
2.7287,1.367,0.0729604,1.64276,-1.32598,-1.93367,0.146616,1.5043,-0.0105593
2.76137,1.41942,0.0833834,1.65315,-1.39144,-1.89501,0.172519,1.48612,-0.0120678
2.79403,1.47185,0.0938063,1.66354,-1.45689,-1.85635,0.198421,1.46795,-0.0135762
2.82668,1.52429,0.104229,1.67394,-1.52234,-1.81769,0.224323,1.44978,-0.0150847
2.85929,1.57674,0.114652,1.68433,-1.5878,-1.77902,0.250226,1.43161,-0.0165932
2.89177,1.62923,0.125075,1.69472,-1.65325,-1.74036,0.276128,1.41344,-0.0181016
2.92388,1.68187,0.135498,1.70512,-1.71871,-1.7017,0.302031,1.39526,-0.0196101
2.95491,1.73488,0.145922,1.71551,-1.78416,-1.66304,0.327933,1.37709,-0.0211186
2.98331,1.78881,0.156347,1.7259,-1.84962,-1.62438,0.353835,1.35892,-0.022627
3.00519,1.845,0.166775,1.7363,-1.91507,-1.58572,0.379738,1.34075,-0.0241355
3.01903,1.90361,0.177204,1.74669,-1.98053,-1.54706,0.40564,1.32258,-0.025644
3.02601,1.96344,0.187629,1.75708,-2.04598,-1.50839,0.431542,1.30441,-0.0271524
3.02459,2.02379,0.198043,1.76748,-2.11143,-1.46973,0.457445,1.28623,-0.0286609
3.01607,2.08426,0.208444,1.77787,-2.17689,-1.43107,0.483347,1.26806,-0.0301694
3.00447,2.14474,0.218839,1.78827,-2.24234,-1.39241,0.509249,1.24989,-0.0316779
2.99161,2.20522,0.229233,1.79866,-2.3078,-1.35375,0.535152,1.23172,-0.0331863
2.97831,2.26569,0.239626,1.80905,-2.37325,-1.31509,0.561054,1.21355,-0.0346948
2.96486,2.32617,0.250018,1.81945,-2.43871,-1.27643,0.586956,1.19537,-0.0362033
2.95135,2.38664,0.26041,1.82984,-2.50416,-1.23776,0.612859,1.1772,-0.0377117
2.93783,2.44712,0.270803,1.84023,-2.56962,-1.1991,0.638761,1.15903,-0.0392202
2.9243,2.50759,0.281195,1.85063,-2.63507,-1.16044,0.664663,1.14086,-0.0407287
2.91078,2.56807,0.291587,1.86102,-2.70052,-1.12178,0.690566,1.12269,-0.0422371
2.89725,2.62854,0.301979,1.87141,-2.76598,-1.08312,0.716468,1.10451,-0.0437456
2.88372,2.68902,0.312372,1.88181,-2.83143,-1.04446,0.74237,1.08634,-0.0452541
