loop_cont , time_coordinate , robot_x_ , robot_y_ , robot_yaw , robot_speed_x , robot_speed_y , robot_angvel , world_speed_x , world_speed_y , world_angvel , loop_time_cost , loop_x_Tcost , loop_y_Tcost , loop_theta_Tcost , loop_acc_x_Tcost , loop_acc_y_Tcost , loop_acc_theta_Tcost
1,22.83341670036315918,0.00796291010396788,-0.00371585286918189,0.01099424687386300,-0.06230475288690714,0.02885869956257377,-0.10352060316068799,0.05437752623168479,-0.07964079750359385,0.02386153830358659,0.02972030639648438,435.46725570526484717,33.56177087426931394,878.49209515200629994,0.00000000000000000,0.00000000000000000,0.00000000000000000
2,22.85591101646423340,0.00796727193464841,-0.00371588824681039,0.01098901348986613,-0.05000065174023192,0.03856942887482553,-0.16438019596372730,0.00004361830680533,-0.00000035377628504,-0.00005233383996873,0.02197217941284180,712.24258601500764598,55.35695277756590826,1451.14880981262467685,0.00000000000000000,0.00000000000000000,0.00000000000000000
3,22.95122981071472168,0.00798228721820993,-0.00374021677564910,0.01093500106783449,-0.03046413874520110,0.05292763995918137,-0.25101988593664465,0.00015015283561515,-0.00024328528838705,-0.00054012422031640,0.01731204986572266,1115.86876517782366136,87.33370632934504840,2290.29454977945715655,0.00000000000000000,0.00000000000000000,0.00000000000000000
4,23.05482649803161621,0.00781867130381508,-0.00382325138878794,0.01021069255617521,-0.00215630955461642,0.07220198478312775,-0.35997190293438619,-0.00163615914394843,-0.00083034613138849,-0.00724308511659281,0.02084279060363770,1686.09232755755601829,132.63593091267870250,3477.87675098492945835,0.00000000000000000,0.00000000000000000,0.00000000000000000
5,23.15500783920288086,0.00696947828993477,-0.00408538298843268,0.00846287535715907,0.03912147277699732,0.09727568607119656,-0.48896176708229505,-0.00849193013880312,-0.00262131599644737,-0.01747817199016137,0.02107214927673340,2464.30018780004138534,194.52194646085609975,5097.21661663158192823,0.00000000000000000,0.00000000000000000,0.00000000000000000
6,23.25412678718566895,0.00509194361105175,-0.00486590944516271,0.00552481404389367,0.09634091190000890,0.13006824374823769,-0.50000000000000000,-0.01877534678883019,-0.00780526456730029,-0.02938061313265403,0.02015185356140137,3484.61820053591827673,275.59168060551667168,7209.53488019378528406,0.00000000000000000,0.00000000000000000,0.00000000000000000
7,23.35332465171813965,0.00324809640413598,-0.00653764949025872,-0.00381769758778940,0.15922808013224266,0.17414210158528101,-0.50000000000000000,-0.01843847206915772,-0.01671740045096007,-0.09342511631683061,0.01935291290283203,4777.54463767583547451,378.49559357752167443,9861.04666423501475947,0.00000000000000000,0.00000000000000000,0.00000000000000000
8,23.45450997352600098,0.00171086077956956,-0.00901346064083254,-0.01883415988087264,0.20000000000000001,0.19999996600929262,-0.50000000000000000,-0.01537235624566424,-0.02475811150573823,-0.15016462293083244,0.02045321464538574,6366.71827018985186442,505.62465666019807031,13093.40139839855874015,0.00000000000000000,0.00000000000000000,0.00000000000000000
9,23.55693578720092773,0.00181877240931877,-0.01025678351142500,-0.04819410347132232,0.20000000000000001,0.20000000000000001,-0.50000000000000000,0.00107911629749213,-0.01243322870592459,-0.29359943590449672,0.02289009094238281,8240.65936351189338893,655.50043539958369365,16877.71013744133597356,0.00000000000000000,0.00000000000000000,0.00000000000000000
10,23.65921902656555176,0.00504650011504193,-0.00627803602569265,-0.08249090031790650,0.20000000000000001,0.20000000000000001,-0.50000000000000000,0.03227727705723160,0.03978747485732349,-0.34296796846584182,0.02518701553344727,10357.44731066075473791,821.26406038217351124,21180.91540611143864226,0.00000000000000000,0.00000000000000000,0.00000000000000000
11,23.75730633735656738,0.01485223024735666,0.00051038260916193,-0.12576444774391668,0.20000000000000001,0.20000000000000001,-0.50000000000000000,0.09805730132314727,0.06788418634854576,-0.43273547426010178,0.02321434020996094,12641.29117440763002378,1001.63849413564992119,25918.19097579672234133,0.00000000000000000,0.00000000000000000,0.00000000000000000
12,23.85811090469360352,0.02979691287595376,0.00811532342382849,-0.17863945469858056,0.20000000000000001,0.20000000000000001,-0.50000000000000000,0.14944682628597106,0.07604940814666561,-0.52875006954663872,0.02421498298645020,15061.20664688850411039,1194.75942608209243190,30986.17652776267277659,0.00000000000000000,0.00000000000000000,0.00000000000000000
13,23.95838952064514160,0.04692640615359728,0.01405378985766698,-0.23060431915029511,0.18597995353717406,0.20000000000000001,-0.50000000000000000,0.17129493277643515,0.05938466433838496,-0.51964864451714554,0.02428936958312988,17592.90660467002817313,1398.07580322947364948,36280.96332658561732387,0.00000000000000000,0.00000000000000000,0.00000000000000000
14,24.05831909179687500,0.07057240035747797,0.02074752264826472,-0.29729861314990896,0.05790849339036708,0.20000000000000001,-0.50000000000000000,0.23645994203880694,0.06693732790597741,-0.66694293999613852,0.02422738075256348,20176.54320051442118711,1601.87082824460685515,41622.81582926071132533,0.00000000000000000,0.00000000000000000,0.00000000000000000
15,24.15825104713439941,0.09404897729130335,0.02664006261083203,-0.35482183538240336,-0.07023923713636378,0.20000000000000001,-0.50000000000000000,0.23476576933825377,0.05892539962567306,-0.57523222232494398,0.02416133880615234,22803.39500821225738036,1799.92287944998588500,46924.56477158406050876,0.00000000000000000,0.00000000000000000,0.00000000000000000
16,24.25970840454101562,0.11730496212069275,0.03274977617113507,-0.41189945491237157,-0.19999985498336595,0.20000000000000001,-0.50000000000000000,0.23255984829389398,0.06109713560303043,-0.57077619529968204,0.02563548088073730,25418.99416661205032142,1982.55290283546446517,52029.81208039390185149,0.00000000000000000,0.00000000000000000,0.00000000000000000
