loop_cont , time_coordinate , robot_x_ , robot_y_ , robot_yaw , pre_bot speed_x , pre_bot speed_y , Pre_bot angvel , real_bot speed_x , real_bot speed_y , real_bot angvel , world speed_x , world speed_y , world angvel , loop_time_cost , loop_x_Tcost , loop_y_Tcost , loop_theta_Tcost , loop_acc_x_Tcost , loop_acc_y_Tcost , loop_acc_theta_Tcost
1,0.01500000000000057,-0.00906648725708261,-0.00712277541622603,0.00339829031685718,0.03403121296060029,0.00530938138251966,-0.01869704075967265,-0.03780354798704888,0.01211937335674277,0.02308351184167002,-0.03784451477229980,0.01199083619346106,0.02308351184167002,0.01500000000000057,1.23397166619543763,6.54550463714601261,0.79957786130756603,1.42910824040910756,0.14687921056012643,0.53284851894452001
2,0.01999999999999957,-0.00906648725708261,-0.00712277541622603,0.00339829031685718,0.02571323322971193,0.00393132859142892,-0.01513319547215317,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00499999999999901,1.23333934007785739,8.84738977802816962,1.06541801606715136,0.00000000000000000,0.00000000000000000,0.00000000000000000
3,0.12199999999999989,-0.00822104902259402,-0.00704002844688048,0.00342688303470335,0.02202600456917510,-0.00050829306938340,-0.01666151129000878,0.00845716833910357,0.00079849271203308,0.00028592717846167,0.00845438234488590,0.00082746969345550,0.00028592717846167,0.00700000000000145,1.01190441898006611,11.57766621595452605,1.41567085380683633,0.07152369631593589,0.00063759061116995,0.00008175435138305
4,0.22199999999999775,-0.00535019228812301,-0.00673657006720995,0.00152500246716157,0.00864947514111163,-0.00593752426089781,-0.00840788578156718,0.02871316170791060,0.00299079964898280,-0.01901880567541780,0.02870856734471006,0.00303458379670525,-0.01901880567541780,0.00699999999999790,0.42653938814161141,14.79242923256881248,1.65683475253219692,0.82444565526462354,0.00894488254035566,0.36171496931930425
5,0.32199999999999918,-0.00395749752443826,-0.00666744014620846,0.00056037924257420,0.00785429657689663,-0.00973314075959995,-0.00898757265270736,0.01392733283985083,0.00068349472951268,-0.00964623224587371,0.01392694763684748,0.00069129921001491,-0.00964623224587371,0.00700000000000145,0.23196730465108573,18.65754540329592004,2.06079091245390211,0.19397060003198729,0.00046716504527161,0.09304979654133372
6,0.42299999999999827,-0.00403998174472992,-0.00663633830254840,0.00010318200575003,0.01132078970073127,-0.01383306590574321,-0.01008288202604518,-0.00082481010701965,0.00031110354381778,-0.00457197236824162,-0.00082484220291656,0.00031101843660064,-0.00457197236824162,0.00699999999999790,0.24029712464429470,23.14387301796184460,2.55665354948353762,0.00068031171264177,0.00009678541497598,0.02090293133596488
7,0.52099999999999724,-0.00429848625836996,-0.00666795180960500,-0.00108145372868690,0.01238420727800607,-0.01759491937236506,-0.00631229236116021,-0.00258470173935675,-0.00031893049185608,-0.01184635734436934,-0.00258504513640044,-0.00031613507056606,-0.01184635734436934,0.00599999999999667,0.27061186938342990,28.24627713498178494,3.07892279341417208,0.00668068308143383,0.00010171665863556,0.14033618233049350
8,0.61999999999999744,-0.00473759557205977,-0.00672574926807689,-0.00207395542170013,0.01398031143103723,-0.02139263478072680,-0.00499892950885379,-0.00438988500055228,-0.00058708026659068,-0.00992501693013231,-0.00439109313689805,-0.00057797458471884,-0.00992501693013231,0.00499999999999901,0.32735242803064790,33.95852407625785219,3.67946314536882113,0.01927109031807388,0.00034466323942019,0.09850596106341301
9,0.72299999999999898,-0.00537237023809469,-0.00675813082695241,-0.00238403730314586,0.01625001678874502,-0.02549861109019080,-0.00700070566018079,-0.00634695663351215,-0.00033894791902490,-0.00310081881445728,-0.00634774666034919,-0.00032381558875521,-0.00310081881445728,0.00799999999999912,0.41972541426339693,40.28187954104856772,4.35750076569193556,0.04028385850768391,0.00011488569181131,0.00961507732009224
10,0.83299999999999841,-0.00630959233969804,-0.00685396449179433,-0.00308790170279236,0.01950193475373779,-0.02906731468411568,-0.00494888687212122,-0.00936921708869803,-0.00098727253072974,-0.00703864399646496,-0.00937222101603357,-0.00095833664841925,-0.00703864399646496,0.01800000000000068,0.57816955202098608,47.20803420891398616,5.08703210698722774,0.08778222885515120,0.00097470704993350,0.04954250930897226
11,0.93399999999999750,-0.00738896307875789,-0.00696408869274640,-0.00375536948004100,0.01941275089221127,-0.02818379151306492,0.00070708252988523,-0.01078949571902783,-0.00114176850826851,-0.00667467777248647,-0.01079370739059849,-0.00110124200952070,-0.00667467777248647,0.01799999999999713,0.79255293165856899,54.73757377871534402,5.87839835756324014,0.11641321787091988,0.00130363532647370,0.04455132336652490
12,1.03299999999999770,-0.00790458542823434,-0.00703927521672957,-0.00412484797512757,0.01350166638753139,-0.02207856044309490,0.00977383235511568,-0.00515307830885985,-0.00077312742131335,-0.00369478495086568,-0.00515622349476451,-0.00075186523983163,-0.00369478495086568,0.01799999999999713,0.90538337272708325,62.87902908821458681,6.73367258286070935,0.02655421605724194,0.00059772600958664,0.01365143583314354
13,1.12299999999999756,-0.00691558866169823,-0.00888799164486234,-0.00356749516482279,0.01693832868369898,-0.03193697473559069,-0.01107008337715707,0.00995585745979883,-0.01845176430119507,0.00557352810304786,0.00988996766536113,-0.01848716428132773,0.00557352810304786,0.00799999999999912,0.68854004832649018,71.23344841253585003,7.67803285529097401,0.09911909775983194,0.34046760582685681,0.03106421551546423
