time_from_start,base_x,base_y,base_theta,shoulder_pan_joint,shoulder_lift_joint,arm_elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
0.36,0.9623029999999999,1.5030445220989357,0.021754690112604717,-0.030397203870144315,-1.4148138604689462,-1.2025131805175289,-0.44330481845317743,0.014238379704181004,3.059713595322889
0.37,0.9619379999999998,1.503027315396175,0.021581804601972114,-0.03057857754492868,-1.4148766010663483,-1.202733035592976,-0.4435609278259258,0.014485036886592435,3.05974477777549
0.38,0.961563,1.5030096372769006,0.02140418250200711,-0.03076492036148796,-1.4149410605842272,-1.2029589140951478,-0.44382405389381807,0.014738451800028838,3.0597768145418613
0.39,0.9611779999999999,1.5029914877411121,0.021221823812709702,-0.030956232319822155,-1.4150072390225827,-1.2031908160240443,-0.4440941966568541,0.01499862444449021,3.059809705622002
0.4,0.9607829999999999,1.5029728667888094,0.021034728534079897,-0.03115251341993126,-1.4150751363814151,-1.2034287413796652,-0.44437135611503387,0.015265554819976556,3.059843451015913
0.41,0.960378,1.502953774419993,0.020842896666117692,-0.03135376366181528,-1.4151447526607244,-1.203672690162011,-0.44465553226835747,0.01553924292648787,3.0598780507235936
0.42,0.9599629999999999,1.5029342106346624,0.020646328208823086,-0.031559983045474214,-1.41521608786051,-1.203922662371081,-0.4449467251168248,0.015819688764024155,3.059913504745044
0.43,0.9595379999999999,1.5029141754328181,0.020445023162196083,-0.031771171570908065,-1.415289141980773,-1.2041786580068758,-0.445244934660436,0.016106892332585408,3.0599498130802645
0.44,0.9591029999999999,1.5028936688144596,0.02023898152623667,-0.03198732923811683,-1.415363915021512,-1.204440677069395,-0.445550160899191,0.016400853632171638,3.059986975729254
0.45,0.9586579999999999,1.502872690779587,0.020028203300944864,-0.0322084560471005,-1.4154404069827282,-1.2047087195586388,-0.4458624038330897,0.016701572662782833,3.0600249926920147
0.46,0.9582029999999999,1.5028512413282005,0.019812688486320656,-0.0324345519978591,-1.4155186178644215,-1.2049827854746074,-0.44618166346213234,0.017009049424419005,3.0600638639685447
0.47,0.9577379999999998,1.5028293204603,0.01959243708236405,-0.032665617090392604,-1.4155985476665913,-1.2052628748173002,-0.44650793978631864,0.017323283917080143,3.0601035895588447
0.48,0.9572629999999999,1.5028069281758858,0.01936744908907504,-0.03290165132470103,-1.4156801963892378,-1.205548987586718,-0.4468412328056488,0.017644276140766253,3.060144169462914
0.49,0.9567779999999999,1.5027840644749573,0.019137724506453634,-0.03314265470078436,-1.415763564032361,-1.2058411237828603,-0.44718154252012277,0.017972026095477336,3.0601856036807544
0.5,0.9562829999999999,1.5027607293575147,0.018903263334499827,-0.03338862721864261,-1.415848650595961,-1.206139283405727,-0.4475288689297404,0.018306533781213385,3.060227892212364
0.51,0.9557779999999998,1.5027369228235583,0.01866406557321362,-0.033639568878275766,-1.415935456080038,-1.2064434664553183,-0.447883212034502,0.018647799197974407,3.060271035057743
0.52,0.9552629999999999,1.502712644873088,0.01842013122259501,-0.03389547967968384,-1.4160239804845915,-1.2067536729316344,-0.44824457183440725,0.018995822345760402,3.060315032216893
0.53,0.9547379999999999,1.5026878955061038,0.018171460282644002,-0.03415635962286684,-1.4161142238096218,-1.207069902834675,-0.44861294832945636,0.019350603224571366,3.0603598836898116
0.54,0.9542029999999999,1.5026626747226055,0.017918052753360593,-0.034422208707824746,-1.416206186055129,-1.20739215616444,-0.44898834151964934,0.019712141834407303,3.0604055894765017
0.55,0.9536579999999999,1.5026369825225931,0.017659908634744783,-0.03469302693455756,-1.416299867221113,-1.2077204329209297,-0.44937075140498595,0.02008043817526821,3.0604521495769603
0.56,0.9531029999999998,1.5026108189060665,0.017397027926796572,-0.034968814303065296,-1.4163952673075735,-1.208054733104144,-0.44976017798546647,0.020455492247154084,3.060499563991189
0.57,0.9525379999999997,1.5025841838730263,0.017129410629515965,-0.03524957081334794,-1.416492386314511,-1.2083950567140826,-0.4501566212610907,0.020837304050064932,3.060547832719188
0.58,0.9519629999999999,1.502557077423472,0.01685705674290296,-0.0355352964654055,-1.4165912242419252,-1.2087414037507462,-0.45056008123185876,0.021225873584000743,3.060596955760957
0.59,0.9513779999999998,1.5025294995574037,0.016579966266957548,-0.03582599125923798,-1.416691781089816,-1.2090937742141343,-0.45097055789777063,0.021621200848961533,3.0606469331164954
0.6,0.9507829999999998,1.5025014502748215,0.01629813920167974,-0.03612165519484537,-1.4167940568581838,-1.209452168104247,-0.4513880512588263,0.022023285844947293,3.060697764785804
0.61,0.9501779999999997,1.5024729295757249,0.016011575547069525,-0.03642228827222767,-1.4168980515470282,-1.209816585421084,-0.45181256131502573,0.022432128571958025,3.060749450768882
0.62,0.9495629999999997,1.5024439374601148,0.015720275303126918,-0.03672789049138489,-1.4170037651563496,-1.210187026164646,-0.45224408806636895,0.022847729029993727,3.0608019910657305
0.63,0.9489379999999997,1.5024144739279905,0.015424238469851905,-0.037038461852317024,-1.4171111976861477,-1.2105634903349323,-0.45268263151285604,0.0232700872190544,3.0608553856763487
0.64,0.9483029999999997,1.5023845389793524,0.015123465047244494,-0.03735400235502407,-1.4172203491364226,-1.2109459779319431,-0.4531281916544868,0.023699203139140045,3.060909634600737
0.65,0.9476579999999999,1.5023541326142003,0.014817955035304685,-0.037674511999506034,-1.4173312195071741,-1.2113344889556787,-0.45358076849126144,0.024135076790250662,3.060964737838895
0.66,0.9470029999999998,1.5023232548325338,0.01450770843403247,-0.03799999078576291,-1.4174438087984025,-1.2117290234061389,-0.4540403620231798,0.024577708172386244,3.0610206953908228
0.67,0.9463379999999997,1.5022919056343538,0.014192725243427861,-0.0383304387137947,-1.417558117010108,-1.2121295812833237,-0.45450697225024206,0.0250270972855468,3.0610775072565204
0.68,0.9456629999999997,1.5022600850196595,0.013873005463490847,-0.038665855783601405,-1.4176741441422895,-1.2125361625872326,-0.45498059917244804,0.025483244129732328,3.061135173435988
0.69,0.9449779999999998,1.5022277929884513,0.01354854909422144,-0.039006241995183016,-1.4177918901949484,-1.2129487673178665,-0.4554612427897978,0.02594614870494282,3.061193693929226
0.7,0.9442829999999998,1.5021950295407291,0.013219356135619625,-0.039351597348539546,-1.4179113551680835,-1.213367395475225,-0.4559489031022914,0.026415811011178292,3.0612530687362334
0.71,0.9435779999999997,1.5021617946764931,0.012885426587685414,-0.039701921843670995,-1.418032539061696,-1.2137920470593082,-0.45644358010992875,0.02689223104843872,3.0613132978570103
0.72,0.9428629999999997,1.5021280883957429,0.012546760450418802,-0.040057215480577356,-1.418155441875785,-1.2142227220701156,-0.4569452738127099,0.027375408816724137,3.0613743812915577
0.73,0.9421379999999997,1.5020939106984788,0.01220335772381979,-0.04041747825925863,-1.4182800636103505,-1.214659420507648,-0.4574539842106348,0.027865344316034515,3.061436319039875
0.74,0.9414029999999997,1.5020592615847006,0.011855218407888377,-0.04078271017971481,-1.4184064042653932,-1.2151021423719046,-0.45796971130370356,0.028362037546369866,3.061499111101962
0.75,0.9406579999999997,1.5020241410544086,0.011502342502624564,-0.04115291124194592,-1.4185344638409125,-1.2155508876628858,-0.45849245509191616,0.028865488507730186,3.0615627574778186
0.76,0.9399029999999997,1.5019885491076024,0.011144730008028354,-0.04152808144595193,-1.4186642423369085,-1.2160056563805919,-0.45902221557527245,0.029375697200115475,3.0616272581674453
0.77,0.9391379999999996,1.5019524857442823,0.010782380924099737,-0.04190822079173286,-1.4187957397533815,-1.2164664485250223,-0.4595589927537726,0.02989266362352574,3.061692613170842
0.78,0.9383629999999996,1.5019159509644482,0.010415295250838721,-0.042293329279288715,-1.4189289560903309,-1.2169332640961774,-0.4601027866274165,0.030416387777960983,3.0617588224880086
0.79,0.9375779999999996,1.5018789447681002,0.010043472988245306,-0.04268340690861947,-1.4190638913477573,-1.217406103094057,-0.4606535971962042,0.030946869663421188,3.061825886118945
0.8,0.9367829999999997,1.501841467155238,0.009666914136319496,-0.04307845367972514,-1.4192005455256604,-1.2178849655186612,-0.46121142446013563,0.03148410927990636,3.0618938040636516
0.81,0.9359779999999995,1.501803518125862,0.00928561869506128,-0.04347846959260573,-1.4193389186240402,-1.21836985136999,-0.461776268419211,0.03202810662741651,3.0619625763221276
0.82,0.9351629999999995,1.5017650976799721,0.008899586664470667,-0.04388345464726123,-1.419479010642897,-1.2188607606480435,-0.46234812907343004,0.032578861705951624,3.062032202894374
0.83,0.9343379999999997,1.501726205817568,0.008508818044547653,-0.044293408843691644,-1.4196208215822304,-1.2193576933528214,-0.46292700642279294,0.03313637451551171,3.06210268378039
0.84,0.9335029999999995,1.5016868425386498,0.008113312835292241,-0.04470833218189697,-1.4197643514420406,-1.219860649484324,-0.46351290046729965,0.03370064505609677,3.062174018980176
0.85,0.9326579999999995,1.501647007843218,0.007713071036704428,-0.045128224661877214,-1.4199096002223275,-1.2203696290425512,-0.46410581120695005,0.03427167332770679,3.0622462084937316
0.86,0.9318029999999996,1.501606701731272,0.00730809264878421,-0.045553086283632374,-1.4200565679230914,-1.220884632027503,-0.46470573864174436,0.034849459330341795,3.0623192523210574
