loop_cont , time_coordinate , robot_x_ , robot_y_ , robot_yaw , pre_bot speed_x , pre_bot speed_y , Pre_bot angvel , real_bot speed_x , real_bot speed_y , real_bot angvel , world speed_x , world speed_y , world angvel , loop_time_cost , loop_x_Tcost , loop_y_Tcost , loop_theta_Tcost , loop_acc_x_Tcost , loop_acc_y_Tcost , loop_acc_theta_Tcost
1,0.00499999999999545,0.03530794976788058,-0.16735489754971711,-0.05053979217026076,-0.04664683997073463,-0.01305589760996501,0.02385504709352297,0.00578426782847702,0.00835414337419084,-0.01255162440533510,0.00619891905840719,0.00805126501460529,-0.01255162440533510,0.00399999999999778,56.13631406002102864,3865.40347470132473973,231.93052557941445002,0.03345775431155427,0.06979171151653679,0.15754327521260361
2,0.00900000000000034,0.03530794976788058,-0.16735489754971711,-0.05053979217026076,-0.06257434548576869,-0.00397066043448582,0.02865014452817939,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00400000000000489,41.92134093216258606,3761.46552934106966859,206.65327890488183016,0.00000000000000000,0.00000000000000000,0.00000000000000000
3,0.10900000000000176,0.03449727759757172,-0.16745431544469311,-0.05071482578122191,-0.07580141998639260,0.00387912155468542,0.03712725870505997,-0.00804590071752206,-0.00140385547662532,-0.00175033610961148,-0.00810672170308856,-0.00099417894976001,-0.00175033610961148,0.00400000000000489,33.72445762601444841,3652.96444446649638849,181.15297484700479913,0.06473651835622207,0.00197081019925089,0.00306367649660984
4,0.20899999999999608,0.02960828963901435,-0.16756962718706675,-0.05089526765285630,-0.06963816903683022,0.01218195782154725,0.04515667839009131,-0.04876790994795396,-0.00363881367935675,-0.00180441871634393,-0.04888987958557370,-0.00115311742373642,-0.00180441871634393,0.00399999999999778,33.67699798942951617,3544.57988690248703278,156.83523509064602308,2.37830904069174620,0.01324096499307380,0.00325592690389228
5,0.30899999999999750,0.02294934694839091,-0.16759911231205349,-0.04809182631322428,-0.06492907592896345,0.01932287769570821,0.03807355280216056,-0.06649826247256005,-0.00349568320801545,0.02803441339632028,-0.06658942690623444,-0.00029485124986739,0.02803441339632028,0.00399999999999778,43.26087655901758922,3439.90018752497735477,134.20301236178718796,4.42201891186948881,0.01221980109080116,0.78592833447578181
6,0.40899999999999892,0.01821429065923523,-0.16825453517662287,-0.04484481401019960,-0.07292885770805109,0.02903797264864345,0.03528302895030323,-0.04700913386322633,-0.00867035482068484,0.03247012303024675,-0.04735056289155676,-0.00655422864569377,0.03247012303024675,0.00300000000000011,62.71121125710049427,3339.29398776213747624,113.47681874290599069,2.20985866657073204,0.07517505271657290,1.05430888959936064
7,0.50900000000000034,0.01122736631045194,-0.16650988824379914,-0.04050319035489925,-0.06511709362474773,0.02582124853535506,0.02778993046771237,-0.07051838525740242,0.01460300716536727,0.04341623655300351,-0.06986924348783287,0.01744646932823724,0.04341623655300351,0.00400000000000489,91.70658513384574917,3242.69789959199624718,94.59466390019862558,4.97284265931143121,0.21324781827176778,1.88496959642635864
8,0.60999999999999943,0.00083870337659657,-0.16438905134401702,-0.03607701098833591,-0.04503702226256816,0.02588231924575275,0.02217002292807062,-0.10458399840761874,0.01744746250745380,0.04426179366563338,-0.10388662933855375,0.02120836899782125,0.04426179366563338,0.00500000000000256,130.50356303811435055,3149.76182544824678189,77.67926031401447062,10.93781272292480011,0.30441394794900600,1.95910637849910274
9,0.71199999999999619,-0.00579214496571832,-0.16187591860825140,-0.03354926900320693,-0.05136803300318586,0.02368947993255630,0.02644782792050826,-0.06711414955677973,0.02289300150495548,0.02527741985128985,-0.06630848342314891,0.02513132735765616,0.02527741985128985,0.00699999999999790,179.06580492797399984,3060.35388829778321451,62.66723437356368720,4.50430907072979636,0.52408951790589364,0.63894795433838236
10,0.81199999999999761,-0.01311739797992824,-0.16010514212534244,-0.03070766922221468,-0.04599842301011986,0.02647809850724824,0.02486667770112638,-0.07376167444927312,0.01545035565613099,0.02841599780992247,-0.07325253014209916,0.01770776482908964,0.02841599780992247,0.00699999999999790,237.43962938970480536,2974.37140542821180134,49.46834272637880758,5.44078461756055098,0.23871348990093874,0.80746893153351851
11,0.91199999999999903,-0.01954682498833819,-0.15731393641980732,-0.02760424384737339,-0.04660118484490037,0.02216875103023495,0.02261880971339685,-0.06504016908788590,0.02612685399598507,0.03103425374841293,-0.06429427008409948,0.02791205705535121,0.03103425374841293,0.00699999999999790,305.45049056344851124,2891.68039047004685926,38.05715761823089593,4.23022359498078870,0.68261249972752081,0.96312490572088216
12,1.01200000000000045,-0.02545214613176656,-0.15407972651349230,-0.02458652096403685,-0.04791157293902042,0.01773385871032572,0.02133705726125625,-0.05983046317352817,0.03088055745860045,0.03017722883336536,-0.05905321143428371,0.03234209906315011,0.03017722883336536,0.00700000000000500,383.11193156441680685,2812.20307039079352762,28.40415213887929724,3.57968432355891064,0.95360882895392363,0.91066514006129784
13,1.11200000000000188,-0.03174113307253307,-0.15180369538768798,-0.02164567466558615,-0.04619703526078175,0.01903152056622370,0.02020744620559630,-0.06336776074520785,0.02139379210926091,0.02940846298450706,-0.06288986940766510,0.02276031125804323,0.02940846298450706,0.00700000000000500,470.54661315980621339,2735.82271001704430091,20.47717473209321426,4.01547310186190476,0.45769434081427457,0.86485769511112165
