loop_cont , time_coordinate , robot_x_ , robot_y_ , robot_yaw , pre_bot speed_x , pre_bot speed_y , Pre_bot angvel , real_bot speed_x , real_bot speed_y , real_bot angvel , world speed_x , world speed_y , world angvel , loop_time_cost , loop_x_Tcost , loop_y_Tcost , loop_theta_Tcost , loop_acc_x_Tcost , loop_acc_y_Tcost , loop_acc_theta_Tcost
1,0.00699999999994816,0.00217154806127286,0.00394351639257367,-0.00367610536801475,0.01854816817655241,0.00925841068066170,-0.12300349858168455,-0.00815492593034255,0.00006877224466088,0.01627823324366134,-0.00815461801513834,0.00009875007944423,0.01627823324366134,0.00699999999994816,42.66634082540465300,33.58792725916566724,1316.12774702330898435,0.06650281692937328,0.00000472962163570,0.26498087753504113
2,0.01099999999996726,0.00217154806127286,0.00394351639257367,-0.00367610536801475,0.02801072277137919,0.01966026770854258,-0.18460849594224654,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00400000000001910,70.41766097658978651,55.29559565772899532,2174.06213966221957890,0.00000000000000000,0.00000000000000000,0.00000000000000000
3,0.11400000000003274,0.00456838996540210,0.00380110007390362,-0.00411558568292291,0.02908191659018058,0.03281576682809453,-0.26126759936811939,0.02397407730156755,-0.00132550732167123,-0.00439480314908159,0.02396841904129239,-0.00142416318670053,-0.00439480314908159,0.00700000000006185,111.12048487854718815,86.99595185431334698,3429.58201290578836051,0.57475638246153660,0.00175696965980404,0.01931429471917745
4,0.21699999999998454,0.00951829246006011,0.00165567824855134,-0.01005475217569265,0.02397254869604781,0.05773546015081386,-0.32479168116141915,0.04971223605334784,-0.02095544173020879,-0.05939166492769743,0.04949902494658014,-0.02145421825352278,-0.05939166492769743,0.00900000000001455,168.85373041989086573,131.89441470624555564,5203.67903934514652065,2.47130641342377677,0.43913053810817587,3.52736986288388499
5,0.31499999999994088,0.01438421554588923,-0.00252589830114262,-0.02788592514213507,0.02487737107474130,0.09093989497891000,-0.35754309310962601,0.04980623295604561,-0.04044277624673704,-0.17831172966442418,0.04865923085829117,-0.04181576549693961,-0.17831172966442418,0.00699999999994816,247.27328908929638374,194.08221930602650218,7614.67964735660552833,2.48066084127188358,1.63561815054363779,31.79507293591868944
6,0.41499999999996362,0.02379255944092356,-0.00688015551345698,-0.06015138751216420,0.00238068066091830,0.12073569499058606,-0.36002443488325792,0.09653085139918080,-0.03780798592852314,-0.32265462370029130,0.09408343895034327,-0.04354257212314354,-0.32265462370029130,0.00800000000003820,350.52813811445298597,276.52188781585965671,10750.29198153616925993,9.31820527185072578,1.42944379997140336,104.10600619517659027
7,0.51699999999993906,0.02964558012623143,-0.00608234988115889,-0.07856077569005929,0.01344968252559575,0.13025532258115546,-0.50000000000000000,0.05772356371186779,0.01254689959148408,-0.18409388177895086,0.05853020685307877,0.00797805632298082,-0.18409388177895086,0.00999999999999091,478.50985229984803482,378.22214424060888405,14690.83843072698437027,3.33200980759805931,0.15742468935878332,33.89055730844233238
8,0.61599999999998545,0.03464857187182672,-0.00304445409277213,-0.09956993360525415,0.02215127366021537,0.14119158233880644,-0.50000000000000000,0.04676228450675003,0.03520173959435844,-0.21009157915194865,0.05002991745595285,0.03037895788386760,-0.21009157915194865,0.00900000000001455,633.79867285703812740,501.20354390410562928,19499.60823270590844913,2.18671125229023389,1.23916247046902273,44.13847163055950773
9,0.71500000000003183,0.03864365639481238,-0.00250160733678479,-0.12515976003211937,0.03260711222856938,0.17209030349782492,-0.50000000000000000,0.03896068596989839,0.01037319831987779,-0.25589826426865220,0.03995084522985658,0.00542846755987343,-0.25589826426865220,0.00800000000003820,815.98881779778480450,648.34591164273967934,25163.22808679299851065,1.51793505124503691,0.10760324338351543,65.48392165570895429
10,0.81600000000003092,0.04834147420787067,-0.00090618346420304,-0.17123434456333878,0.00832478005941805,0.18842364978757856,-0.50000000000000000,0.09284130772139657,0.03224587333952068,-0.46074584531219404,0.09697817813058299,0.01595423872581747,-0.46074584531219404,0.00900000000001455,1025.14085942715951205,815.71416177876494658,31593.30498067149528651,8.61950841941905033,1.03979634742841043,212.28673397244824628
