loop_cont , time_coordinate , robot_x_ , robot_y_ , robot_yaw , robot_speed_x , robot_speed_y , robot_angvel , world_speed_x , world_speed_y , world_angvel , loop_time_cost , loop_x_Tcost , loop_y_Tcost , loop_theta_Tcost , loop_acc_x_Tcost , loop_acc_y_Tcost , loop_acc_theta_Tcost
1,50.70499999999992724,-0.00065313118004698,0.00183957919474170,0.00194213226144370,0.01062084148712647,-0.01116863386240102,-0.15414233608531294,0.02658341104183664,-0.01807649497757079,0.03959622967040742,0.00500000000010914,42.60200521574363108,33.40541821029410130,0.87732107928598124,0.00000000000000000,0.00000000000000000,0.00000000000000000
2,50.70799999999962893,-0.00065313118004698,0.00183957919474170,0.00194213226144370,0.02289605278193761,-0.00031671920861199,-0.20653394810253517,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00299999999970169,70.38979519082039360,55.13712432838846667,1.44954612675993078,0.00000000000000000,0.00000000000000000,0.00000000000000000
3,50.80999999999949068,-0.00061328837605472,0.00153743994325533,-0.00137788403903882,0.04206802317011357,0.01972932729380425,-0.26174695241288476,0.00039842803992258,-0.00302139251486376,-0.03320016300482524,0.00399999999990541,111.08067937438715944,86.91813253955896812,2.28676151836337693,0.00000000000000000,0.00000000000000000,0.00000000000000000
4,50.90899999999965075,0.00043586086291234,-0.00073230431641877,-0.01461469902790738,0.05902709718312080,0.06368651313112195,-0.30730879612810397,0.01049149238967064,-0.02269744259674098,-0.13236814988868562,0.00399999999990541,168.55299243108746055,132.10688642216234712,3.46828087531370333,0.00000000000000000,0.00000000000000000,0.00000000000000000
5,51.00900000000001455,0.00592582914108204,-0.00224265449470047,-0.03681067778763713,0.04342925317957418,0.10757014255397543,-0.34494655479924952,0.05489968278169696,-0.01510350178281699,-0.22195978759729745,0.00399999999990541,246.44373947096676147,194.01018230626391414,5.07539556611398623,0.00000000000000000,0.00000000000000000,0.00000000000000000
6,51.10999999999967258,0.01047821233111557,-0.00363472712416289,-0.05236180357967912,0.04181948035425422,0.15690471731802688,-0.39999956613279403,0.04552383190033536,-0.01392072629462421,-0.15551125792041987,0.00500000000010914,347.98125417740538978,275.08303897606106148,7.16741352956035449,0.00000000000000000,0.00000000000000000,0.00000000000000000
7,51.21000000000003638,0.01725321640433932,0.00011783185801346,-0.07827741738388549,0.02810351978724512,0.16850649620799030,-0.39999995422268436,0.06775004073223749,0.03752558982176347,-0.25915613804206378,0.00500000000010914,475.55188517849956042,375.11734213417673800,9.79393588815026206,0.00000000000000000,0.00000000000000000,0.00000000000000000
8,51.31099999999969441,0.02196528369459803,0.00297258780089213,-0.09679699454063473,0.03845172200484809,0.19590307792574821,-0.39999993559859520,0.04712067290258713,0.02854755942878673,-0.18519577156749234,0.00600000000031287,631.05164492914968832,497.82866075106568360,13.00079388104929023,0.00000000000000000,0.00000000000000000,0.00000000000000000
9,51.40999999999985448,0.02462230510405618,0.00616821878038037,-0.11512587451298954,0.07201972953749157,0.20000000000000001,-0.39999995861303933,0.02657021409458150,0.03195630979488241,-0.18328879972354814,0.00500000000010914,814.26819624214988380,642.48360794296820586,16.78209640523320800,0.00000000000000000,0.00000000000000000,0.00000000000000000
10,51.50999999999930878,0.02699740290653984,0.00863119309739838,-0.12383264078922535,0.11496341311695027,0.20000000000000001,-0.39999999632061506,0.02375097802483656,0.02462974317018006,-0.08706766276235803,0.00499999999919964,1023.34065768104858307,807.99359997856254267,21.10601587970861459,0.00000000000000000,0.00000000000000000,0.00000000000000000
