loop_cont , time_coordinate , robot_x_ , robot_y_ , robot_yaw , robot_speed_x , robot_speed_y , robot_angvel , world_speed_x , world_speed_y , world_angvel , loop_time_cost , loop_x_Tcost , loop_y_Tcost , loop_theta_Tcost , loop_acc_x_Tcost , loop_acc_y_Tcost , loop_acc_theta_Tcost
1,45.80600000000004002,-0.00095847408567983,-0.00228052715578121,-0.00773588307065756,0.01286495970031912,0.01985631098699775,0.00664077003232856,-0.00787167852965435,-0.01125731682333347,0.02189594684455132,0.00499999999988177,42.60938659926218008,33.43266949771204111,1316.82269906640112822,0.00000000000000000,0.00000000000000000,0.00000000000000000
2,45.81100000000014916,-0.00095847408567983,-0.00228052715578121,-0.00773588307065756,0.02392238855085116,0.02981523283863529,-0.05617857328269522,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00500000000010914,70.40111889877427132,55.21144829506411611,2174.46575205668932540,0.00000000000000000,0.00000000000000000,0.00000000000000000
3,45.91499999999996362,0.00222409029621720,-0.00106875098934697,-0.01211624717934261,0.02103347914352128,0.03712794352193861,-0.14042943378020023,0.03182564381897022,0.01211776166434241,-0.04380364108685049,0.00899999999978718,111.00270104759405854,87.01891424618496274,3429.23340519888279232,0.00000000000000000,0.00000000000000000,0.00000000000000000
4,46.01300000000014734,0.00698141152611858,0.00161719638331097,-0.02142745890769731,0.01358667490185791,0.04025699495399324,-0.27913157747548711,0.04757321229901386,0.02685947372657937,-0.09311211728354692,0.00700000000006185,168.52064983470992843,131.89648244825190204,5201.70440760293786298,0.00000000000000000,0.00000000000000000,0.00000000000000000
5,46.11300000000005639,0.01032959920859573,0.00581018744954386,-0.03845780840208200,0.01955001855860485,0.03941684449938099,-0.29999999999999999,0.03348187682477152,0.04192991066232891,-0.17030349494384689,0.00600000000008549,246.60780179845062321,192.96905203142574692,7613.06178492938579438,0.00000000000000000,0.00000000000000000,0.00000000000000000
6,46.21100000000001273,0.01395442771681120,0.01068065311875669,-0.06351014022510103,0.02867914467535473,0.03973352921747651,-0.29999999999999999,0.03624828508215468,0.04870465669212831,-0.25052331823019031,0.00499999999988177,348.13322287087208906,272.50721214998679898,10750.49649296629468154,0.00000000000000000,0.00000000000000000,0.00000000000000000
7,46.31100000000014916,0.01631932983392879,0.01648778301882155,-0.09670788403823181,0.05007738685458901,0.04119895096023608,-0.29999999999999999,0.02364902117117589,0.05807129900064857,-0.33197743813130787,0.00500000000010914,475.51565133672272623,372.46200736945684184,14691.66681946025164507,0.00000000000000000,0.00000000000000000,0.00000000000000000
8,46.41000000000008185,0.02003512022042563,0.02021677905097120,-0.13430455867654137,0.06599136051278755,0.06075723373664549,-0.29999999999999999,0.03715790386496842,0.03728996032149649,-0.37596674638309552,0.00399999999990541,631.05669299935152594,494.17342796526861548,19499.32644113676724373,0.00000000000000000,0.00000000000000000,0.00000000000000000
9,46.51300000000014734,0.02677128045914721,0.02368981670957721,-0.17118200981772738,0.06702382452211655,0.08528617907301532,-0.29999999999999999,0.06736160238721582,0.03473037658606012,-0.36877451141186013,0.00600000000008549,814.14920479029638045,637.51970776845325872,25156.44159247918651090,0.00000000000000000,0.00000000000000000,0.00000000000000000
10,46.61400000000003274,0.03645089721420815,0.02870805137887545,-0.20847541922488327,0.05534949454690669,0.10290667143207292,-0.29999999999999999,0.09679616755060932,0.05018234669298238,-0.37293409407155892,0.00800000000003820,1022.45187180646655634,800.65967836473305397,31588.95589783430114039,0.00000000000000000,0.00000000000000000,0.00000000000000000
