0.0,-1.2,2.4,-5.99132e-10,1.57,-0.8678,-2.2043,-0.0347,1.6315,-4.37875e-11
0.01,-1.1999958646977642,2.3999954,1.2719618052345435e-06,1.5700008773392218,-0.8677974756500137,-2.2042960983163127,-0.03469743409384488,1.6314997651117857,-5.102831526903222e-06
0.02,-1.199983458791057,2.3999816,5.089644616938171e-06,1.5700035093568867,-0.8677899026000552,-2.2042843932652496,-0.03468973637537952,1.631499060447143,-2.0411194745112873e-05
0.03,-1.1999627822798786,2.3999585999999997,1.145244930311088e-05,1.5700078960529948,-0.8677772808501243,-2.204264884846812,-0.03467690684460392,1.6314978860060725,-4.592513344212895e-05
0.04,-1.1999338351642284,2.3999263999999996,2.0360375863752677e-05,1.5700140374275462,-0.8677596104002208,-2.204237573060999,-0.034658945501518074,1.631496241788573,-8.164464761795147e-05
0.05,-1.199896617444107,2.3998850000000003,3.181342429886356e-05,1.570021933480541,-0.867736891250345,-2.204202457907811,-0.034635852346122,1.6314941277946453,-0.00012756973727258043
0.06,-1.1998511291195142,2.3998344,4.581159460844354e-05,1.5700315842119792,-0.8677091234004969,-2.204159539387248,-0.034607627378415676,1.6314915440242892,-0.0001837004024060159
0.07,-1.1997973701904499,2.3997745999999998,6.235488679249262e-05,1.5700429896218604,-0.8676763068506762,-2.2041088174993098,-0.03457427059839912,1.6314884904775049,-0.00025003664301825786
0.08,-1.1997353406569142,2.3997056,8.144330085101077e-05,1.570056149710185,-0.8676384416008833,-2.2040502922439966,-0.03453578200607232,1.631484967154292,-0.00032657845910930613
0.09,-1.1996650405189069,2.3996273999999995,0.00010307683678399798,1.5700710644769529,-0.8675955276511178,-2.203983963621308,-0.03449216160143528,1.6314809740546508,-0.00041332585067916077
0.1,-1.1995864697764282,2.3995399999999996,0.00012725549459145427,1.570087733922164,-0.86754756500138,-2.2039098316312447,-0.03444340938448799,1.6314765111785812,-0.0005102788177278218
0.11,-1.1994996284294783,2.3994434,0.0001539792742733797,1.5701061580458184,-0.8674945536516698,-2.2038278962738063,-0.034389525355230474,1.6314715785260834,-0.0006174373602552897
0.12,-1.1994045164780567,2.3993376,0.00018324817582977425,1.5701263368479161,-0.8674364936019873,-2.2037381575489925,-0.03433050951366271,1.631466176097157,-0.0007348014782615639
0.13,-1.199301133922164,2.3992226,0.00021506219926063785,1.5701482703284573,-0.8673733848523323,-2.2036406154568033,-0.034266361859784704,1.6314603038918023,-0.0008623711717466446
0.14,-1.1991894807617998,2.3990984,0.00024942134456597064,1.5701719584874414,-0.867305227402705,-2.2035352699972397,-0.034197082393596465,1.6314539619100195,-0.0010001464407105318
0.15,-1.1990695569969636,2.3989649999999996,0.00028632561174577235,1.570197401324869,-0.8672320212531052,-2.2034221211703007,-0.03412267111509799,1.6314471501518077,-0.001148127285153225
0.16,-1.1989413626276566,2.3988224,0.00032577500080004313,1.5702245988407397,-0.8671537664035329,-2.2033011689759867,-0.03404312802428926,1.631439868617168,-0.0013063137050747247
0.17,-1.1988048976538779,2.3986706,0.0003677695117287831,1.570253551035054,-0.8670704628539884,-2.203172413414298,-0.033958453121170296,1.6314321173061,-0.0014747057004750315
0.18,-1.1986601620756279,2.3985095999999997,0.000412309144531992,1.5702842579078113,-0.8669821106044714,-2.203035854485233,-0.033868646405741096,1.6314238962186034,-0.0016533032713541432
0.19,-1.1985071558929064,2.3983394,0.00045939389920967005,1.570316719459012,-0.866888709654982,-2.202891492188794,-0.03377370787800165,1.6314152053546784,-0.0018421064177120625
0.2,-1.1983458791057133,2.39816,0.0005090237757618172,1.570350935688656,-0.8667902600055203,-2.2027393265249793,-0.03367363753795197,1.6314060447143253,-0.002041115139548788
0.21,-1.198176331714049,2.3979714,0.0005611987741884335,1.570386906596743,-0.866686761656086,-2.2025793574937893,-0.03356843538559204,1.6313964142975435,-0.0022503294368643196
0.22,-1.1979985137179134,2.3977736,0.000615918894489519,1.5704246321832738,-0.8665782146066795,-2.202411585095225,-0.03345810142092188,1.6313863141043332,-0.002469749309658659
0.23,-1.197812425117306,2.3975665999999998,0.0006731841366650735,1.5704641124482475,-0.8664646188573005,-2.2022360093292854,-0.03334263564394148,1.631375744134695,-0.0026993747579318046
0.24,-1.1976180659122275,2.3973504,0.0007329945007150969,1.5705053473916644,-0.8663459744079492,-2.20205263019597,-0.033222038054650835,1.6313647043886281,-0.0029392057816837558
0.25,-1.1974154361026774,2.397125,0.0007953499866395896,1.5705483370135247,-0.8662222812586254,-2.20186144769528,-0.03309630865304995,1.631353194866133,-0.003189242380914513
0.26,-1.1972045356886558,2.3968904,0.0008602505944385513,1.5705930813138285,-0.8660935394093293,-2.201662461827215,-0.032965447439138824,1.6313412155672093,-0.0034494845556240776
0.27,-1.1969853646701627,2.3966465999999995,0.0009276963241119823,1.5706395802925752,-0.8659597488600607,-2.2014556725917744,-0.03282945441291746,1.6313287664918574,-0.0037199323058124487
0.28,-1.1967579230471983,2.3963935999999997,0.000997687175659882,1.5706878339497656,-0.8658209096108198,-2.2012410799889595,-0.03268832957438586,1.6313158476400773,-0.004000585631479626
0.29,-1.1965222108197624,2.3961314,0.0010702231490822506,1.5707378422853988,-0.8656770216616064,-2.201018684018769,-0.03254207292354401,1.6313024590118685,-0.004291444532625608
0.3,-1.1962782279878554,2.39586,0.0011453042443790888,1.5707896052994756,-0.8655280850124207,-2.2007884846812034,-0.03239068446039193,1.6312886006072316,-0.004592509009250398
0.31,-1.1960259745514765,2.3955794,0.0012229304615503957,1.5708431229919957,-0.8653740996632625,-2.2005504819762627,-0.0322341641849296,1.631274272426166,-0.0049037790613539935
0.32,-1.1957654505106265,2.3952896,0.0013031018005961723,1.570898395362959,-0.865215065614132,-2.200304675903947,-0.03207251209715704,1.6312594744686724,-0.005225254688936398
0.33,-1.1954966558653048,2.3949906,0.0013858182615164175,1.5709554224123654,-0.8650509828650289,-2.2000510664642556,-0.031905728197074226,1.6312442067347501,-0.005556935891997607
0.34,-1.1952195906155119,2.3946823999999998,0.0014710798443111316,1.5710142041402153,-0.8648818514159536,-2.19978965365719,-0.031733812484681184,1.6312284692243997,-0.005898822670537622
0.35000000000000003,-1.1949342547612476,2.394365,0.0015588865489803152,1.5710747405465084,-0.8647076712669058,-2.1995204374827493,-0.031556764959977904,1.6312122619376208,-0.006250915024556445
