Data_0,Data_1,Data_2,Data_3,Data_4,Data_5,Data_6,Data_7,Data_8,Data_9
-0.00012108726780498446,-3.997299598866477e-05,0.00018803251208149776,0.0001519995269643306,-0.0003213632808948684,0.0004993285300774002,-0.00033930693029925744,-2.9694252704326412e-05,-3.9892126749617445e-05,0.0
-0.00023017941708676438,-0.00010506459781371853,0.0003127940473290056,0.00023322980703061703,-0.0005152165797682099,0.0008204189488459692,-0.0005334503172562994,-2.410496085812415e-05,-6.132448962636027e-05,0.03782608695652174
-0.0003975566977367356,-0.00020607493959210797,0.0005024591944223426,0.00035567141385969755,-0.0008088833480028173,0.0013080025088222536,-0.0008269386749344275,-1.4259316300594757e-05,-9.36378541668105e-05,0.07565217391304348
-0.0006119114685071574,-0.0003342580288067111,0.0007471653765207092,0.0005147347761163982,-0.0011888478164266776,0.0019376505205005248,-0.0012073176238065096,-2.960133260673206e-06,-0.000135608114786443,0.11347826086956522
-0.0008561655401004267,-0.0004768410392432796,0.0010313468408950212,0.000702651962607411,-0.001633260792498423,0.002670534971653289,-0.0016541027243038916,6.044864213178134e-06,-0.00018516872222611982,0.15130434782608695
-0.001110818206892355,-0.000619320286326186,0.0013371055750244268,0.0009103980815575656,-0.0021169074668883157,0.0034619616725342583,-0.0021435933125887874,8.566376484681096e-06,-0.00023991960289711752,0.1891304347826087
-0.0013544045609396862,-0.0007457753457063384,0.0016446730277857495,0.0011279546446578304,-0.002611888047734891,0.004262539154940634,-0.002649532155282739,4.223116708593545e-08,-0.0002971969143587,0.22695652173913045
-0.0015635973762359813,-0.0008389389034409634,0.0019325127190510359,0.0013443680734613653,-0.0030877689984473195,0.005018438428616834,-0.003143252012062688,-2.4447320836413424e-05,-0.0003540885416950053,0.2647826086956522
-0.0017163128854795905,-0.0008825138227874672,0.002180159802063429,0.0015491733680700096,-0.0035155753786191572,0.005678479575698277,-0.0035974229283022396,-6.950445608460479e-05,-0.0004078127826252244,0.3026086956521739
-0.0018019163488873786,-0.000868791687580141,0.0023775446798831334,0.0017370633248633136,-0.003880894286449826,0.006217397578636763,-0.003998347899119381,-0.00013719004469869487,-0.0004569603740919234,0.34043478260869564
-0.0018191115249192474,-0.0007970775113487458,0.002523064501426263,0.001906922480009589,-0.004181164264207599,0.006631029856935859,-0.004343419195374843,-0.00022748325871032807,-0.0005012375207392833,0.3782608695652174
-0.0017726449365516902,-0.0006712297501336144,0.002620571771239669,0.002060318670313146,-0.004421442733676485,0.006928801566077973,-0.004637146491886631,-0.0003389993529820631,-0.0005410646486359524,0.4160869565217391
-0.0016715340546172373,-0.0004983379160337667,0.0026777552062818444,0.002200691842611848,-0.004612130118692825,0.007129685070865661,-0.004889021072428172,-0.00046937541154967516,-0.0005773606291293255,0.4539130434782609
-0.0015280552280686264,-0.00028796727133234383,0.0027052148013594715,0.0023328906074270616,-0.004767669698017268,0.007259891768827924,-0.005112295672524935,-0.0006154906350990977,-0.0006114195029394985,0.4917391304347826
-0.0013571347962057368,-5.1704397376372725e-05,0.002715905393704599,0.0024628934543112803,-0.004905765465928607,0.007351483515673341,-0.005323250474595192,-0.0007735988931056487,-0.0006448363237308882,0.5295652173913044
-0.0011759651628072344,0.00019712941636493064,0.002724785926297401,0.0025976331128486894,-0.005046889213667273,0.007441497413397815,-0.0055407305812534636,-0.0009394123868664249,-0.0006794604375110716,0.567391304347826
-0.0010037515543751176,0.0004436673463555071,0.002748588285841618,0.002744880933549313,-0.005213955797304249,0.0075713690524469275,-0.005785841396761336,-0.0011081569705932261,-0.0007173647262251558,0.6052173913043478
-0.0008615371687879474,0.0006716278097247601,0.0028056579406464935,0.0029131673631490876,-0.005432099449097859,0.007786534992417224,-0.006081738912703378,-0.0012746105249157103,-0.0007608244512921595,0.6430434782608696
-0.0007720765283104927,0.0008634093711039443,0.002915838796833522,0.003111724698490445,-0.0057285123660132855,0.008136145653555249,-0.006453478519328643,-0.001433130957138589,-0.0008123020220595308,0.6808695652173913
-0.0007597390188139941,0.0010001632278408643,0.003100385805035589,0.0033504438669057163,-0.006132322426446646,0.008672847523155818,-0.006927900617333944,-0.001577677749381294,-0.0008744354941446086,0.7186956521739131
-0.0008504315569219281,0.0010618515230713568,0.003381895206310609,0.003639840162977006,-0.006674495818358832,0.009452609442168629,-0.007533539685494586,-0.0017018294578797974,-0.0009500294490537483,0.7565217391304347
-0.0010715334444361894,0.0010272966613938254,0.0037842460664408214,0.003991024753750732,-0.00738775564597665,0.010534577120490787,-0.008300548417106332,-0.0017987986685427408,-0.0010420474071515871,0.7943478260869565
-0.0014518389791655381,0.0008742249276770566,0.004332549039661167,0.004415679911492578,-0.008306510802483425,0.011980945748090508,-0.009260631559460143,-0.0018614453662632658,-0.0011536052311675326,0.8321739130434782
-0.002021504961805391,0.0005793065366382611,0.005053099736925258,0.004926036650688579,-0.009466791411016005,0.0138568441473358,-0.010446985980894738,-0.0018822893327437547,-0.0012879651683208896,0.87
-0.002812001244289168,0.00011819348967159143,0.00597333499214905,0.005534853905503611,-0.010906188426526348,0.01623022620327154,-0.011894244700420047,-0.0018535219680608232,-0.0014485303013796029,0.9078260869565218
-0.0038560631221597514,-0.0005344438753628453,0.00712179091987723,0.006255398684137329,-0.012663795834067487,0.01917176680568912,-0.0136384234057749,-0.001767017787770589,-0.001638839258831735,0.9456521739130435
-0.005177882171866837,-0.001397103909579197,0.008518766007465671,0.007097165798792431,-0.014768045958203113,0.022733176384124733,-0.0157049773050592,-0.0016158795483192192,-0.0018614427212284496,0.9834782608695652
