loop_cont , time_coordinate , robot_x_ , robot_y_ , robot_yaw , pre_bot speed_x , pre_bot speed_y , Pre_bot angvel , real_bot speed_x , real_bot speed_y , real_bot angvel , world speed_x , world speed_y , world angvel , loop_time_cost , loop_x_Tcost , loop_y_Tcost , loop_theta_Tcost , loop_acc_x_Tcost , loop_acc_y_Tcost , loop_acc_theta_Tcost
1,0.00900000000001455,-0.00229863955191920,0.00072533712314642,-0.00886577628265187,0.02985335411294304,0.02059547523469487,-0.10097131369096381,-0.00426113472277193,-0.01326664677626368,0.01062964171418606,-0.00437858483853224,-0.01322834761500981,0.01062964171418606,0.00900000000001455,350.77920231852471034,274.62473673740532831,10835.49557248641758633,0.01815726912561264,0.17600391668614751,0.11298928297196442
2,0.01700000000028012,-0.00229863955191920,0.00072533712314642,-0.00886577628265187,0.04027115638192497,0.02813378600278861,-0.16446593369144877,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00800000000026557,481.93470163505924120,377.29501462585670879,14885.78314419563139381,0.00000000000000000,0.00000000000000000,0.00000000000000000
3,0.11700000000018917,-0.00027847260288375,0.00169140127595623,-0.01535875424538407,0.04333630789706561,0.03574421013897165,-0.21389988362602130,0.02005091725209118,0.00996976239845888,-0.06492977962732191,0.02020166949035449,0.00966064152809805,-0.06492977962732191,0.00800000000026557,644.04337407737170906,504.27280426385254941,19895.30765425419667736,0.40203928265020750,0.09939616228172447,4.21587628245258728
4,0.21700000000009823,0.00085580164651629,0.00683320119163441,-0.03123973150720536,0.05826866081918877,0.02697649859021741,-0.24923435036107372,0.00973118490151249,0.05174719784669113,-0.15880977261821294,0.01134274249400043,0.05141799915678182,-0.15880977261821294,0.00799999999981083,838.37395757079411851,656.55598512947869949,25897.38586273547844030,0.09469595958742469,2.67777248498459519,25.22054387904849548
5,0.31600000000025830,0.00146197170588131,0.00811210472103066,-0.04988252018856160,0.07421613298104844,0.04985164319223018,-0.31320828664217543,0.00541647581652533,0.01307537485375752,-0.18642788681356234,0.00606170059365017,0.01278903529396253,-0.18642788681356234,0.00700000000006185,1064.46719925464844891,833.23676558731494879,32873.26524361496558413,0.02933821027100379,0.17096542756627442,34.75535698177041155
6,0.41699999999991633,0.00287416456466468,0.00849638976962889,-0.07260797018983210,0.08618733390175090,0.07105773534942926,-0.38392395684677405,0.01380594364371010,0.00485718920819336,-0.22725450001270506,0.01412192858783372,0.00384285048598228,-0.22725450001270506,0.00799999999981083,1320.80329157812343510,1033.45825198171905868,40776.85353822953038616,0.19060407989329942,0.02359228700419004,51.64460777602456432
7,0.51700000000028012,0.00726202227090865,0.01217474881451995,-0.10145827177737402,0.08799141392451118,0.07477339343809564,-0.44143178921296039,0.03992733241348736,0.04103864249314935,-0.28850301587541910,0.04387857706243965,0.03678359044891059,-0.28850301587541910,0.00800000000026557,1604.42050569728439768,1255.18324343149629385,49534.04498330852220533,1.59419187365711834,1.68417017768052402,83.23399016921231919
8,0.61799999999993815,0.01454484948183013,0.01812812362317700,-0.13771010314101412,0.08382155701025469,0.07574321853994358,-0.46641762899589995,0.06396629177842536,0.06896765833176033,-0.36251831363640102,0.07282827210921483,0.05953374808657052,-0.36251831363640102,0.00900000000001455,1912.19614990200489046,1495.02001946541463440,59042.18640363977465313,4.09168648388264788,4.75653789576642971,131.41952772178004238
9,0.71700000000009823,0.01590173174908655,0.02142263295256678,-0.16729110512860226,0.11475693431483200,0.10450304199683012,-0.49999999398411143,0.00789364478849050,0.03474453184051060,-0.29581001987588146,0.01356882267256424,0.03294509329389773,-0.29581001987588146,0.00799999999981083,2242.67731557217575755,1748.43463425900768016,69160.98600733584316913,0.06230962804686328,1.20718249281625511,87.50356785896939016
10,0.81800000000021100,0.02528225252569820,0.02570926828573154,-0.21319816942304409,0.09224752872403391,0.11229551238468667,-0.49999997307589900,0.08261143324114341,0.06174376365141700,-0.45907064294441829,0.09380520776611646,0.04286635333164767,-0.45907064294441829,0.00900000000001455,2587.98161822278370892,2008.74178017565691334,79741.10194391767436173,6.82464890215589470,3.81229234984204268,210.74585521340159744
11,0.91900000000032378,0.03300956342354278,0.02942444672862092,-0.25334884102616162,0.09526222578717577,0.13388393474119575,-0.49999999703857040,0.06549443895541955,0.05533413885984467,-0.40150671603117527,0.07727310897844578,0.03715178442889381,-0.40150671603117527,0.01000000000021828,2946.35550988591876376,2268.38576959276997513,90584.60920414412976243,4.28952153408517844,3.06186692336057220,161.20764301813881048
12,1.01700000000028012,0.03878517952465398,0.03277204259242765,-0.30318384152866795,0.09928578475838720,0.15950684270321663,-0.49999999053062710,0.04512735263739007,0.04919284485999696,-0.49835000502506333,0.05775616101111200,0.03347595863806726,-0.49835000502506333,0.00800000000026557,3313.33154304126537681,2518.55197000932821538,101495.39520421950146556,2.03647795605935666,2.41993598541972865,248.35272750848065471
13,1.11799999999993815,0.04603653084258202,0.03950999625636202,-0.35001250993126637,0.09730080244499557,0.16245176141726278,-0.49999999396311928,0.04501181734297970,0.08815978590500646,-0.46828668402598417,0.07251351317928048,0.06737953663934371,-0.46828668402598417,0.00900000000001455,3680.17975297611792485,2751.25042403113729961,112221.52527005408774130,2.02606370051776796,7.77214785081657578,219.29241843605194617
14,1.21800000000030195,0.05864810161123760,0.04636111812672911,-0.39915858914661506,0.06901323379350656,0.16178155549125003,-0.49999999117834287,0.08957512091261662,0.11213945125170319,-0.49146079215348693,0.12611570768655572,0.06851121870367093,-0.49146079215348693,0.00900000000001455,4034.47614461906596262,2965.17505846416952409,122508.71628148970194161,8.02370228650988615,12.57525652703311536,241.53371022413287506
15,1.31700000000000728,0.07214055556457009,0.05480586446780143,-0.45207451325786446,0.04647558980721395,0.15777318081247910,-0.49999997983657013,0.08448099742623305,0.13490354524123521,-0.52915924111249402,0.13492453953332498,0.08444746341072312,-0.52915924111249402,0.00700000000006185,4368.21743363201221655,3158.19249864377525228,132121.31750999586074613,7.13703892613119528,18.19896651865399662,280.00950245475058864
16,1.41699999999991633,0.08431439205696785,0.06066374496074669,-0.50180913416119566,0.02685132757442515,0.16801616628281679,-0.49999997502220311,0.07855256962832002,0.10991451080778333,-0.49734620903331195,0.12173836492397755,0.05857880492945264,-0.49734620903331195,0.00799999999981083,4674.76781920797020575,3331.03444920349056702,140877.24023424231563695,6.17050619521206567,12.08119968611431894,247.35325163980681396
17,1.51700000000028012,0.08901579991995323,0.06493248776476108,-0.52810863962714649,0.04376641286320909,0.19063025079772980,-0.49999999698170700,0.01909874033942040,0.06056218473225634,-0.26299505465950834,0.04701407862985382,0.04268742804014396,-0.26299505465950834,0.00800000000026557,4952.83488754829249956,3481.13389269979415985,148702.05978742404840887,0.36476188255260411,3.66777821954394234,69.16639877535777714
18,1.61799999999993815,0.09825591069323199,0.07499422532641541,-0.58433869637022073,0.02504680940820319,0.16370258977232324,-0.49999988233510928,0.02156427920857448,0.13489552567976967,-0.56230056743074242,0.09240110773278756,0.10061737561654321,-0.56230056743074242,0.00900000000001455,5196.82166841617072350,3601.21532339859595595,155495.28656942670932040,0.46501813778535744,18.19680284842139883,316.18192813293489962
19,1.72200000000020736,0.11157904433678967,0.08424144292811679,-0.64158997934757234,0.00114808721995764,0.13671875626188656,-0.44514845089518029,0.05139582447366428,0.15381859956586441,-0.57251282977351603,0.13323133643557680,0.09247217601701385,-0.57251282977351603,0.01299999999991996,5406.75745772711979953,3696.32211102145083714,161291.72350813707453199,2.64153077332770847,23.66016157240374440,327.77094025527890153
20,1.82799999999997453,0.12240349652565966,0.09578943389844935,-0.70187365370562793,-0.00145295800766812,0.11288730572164274,-0.34094335642052448,0.00809961799209656,0.15807239560525285,-0.60283674358055594,0.10824452188869987,0.11547990970332558,-0.60283674358055594,0.01899999999977808,5586.55330076988957444,3765.20166894941030478,166123.02122735578450374,0.06560381161789433,24.98688225238355898,363.41213941080894756
21,1.93200000000024374,0.12881996399256532,0.10844125966755061,-0.75739523857648394,0.01804971694212089,0.09061280494274306,-0.24901871103219880,-0.04029812500854782,0.13601483788672028,-0.55521584870856011,0.06416467466905662,0.12651825769101260,-0.55521584870856011,0.02300000000013824,5737.83767629064550420,3810.90230486268364984,170050.46607907014549710,1.62393887920454727,18.50003612535079967,308.26463865716669943
22,2.02800000000024738,0.13878510831909616,0.11987152402288724,-0.80347346875403092,0.02029728448440883,0.04712962395841112,-0.18183982653048539,-0.01309270560031582,0.15107642280716851,-0.46078230177546975,0.09965144326530839,0.11430264355336631,-0.46078230177546975,0.01900000000023283,5860.38353528929292224,3837.27611039161138251,173140.39284260079148225,0.17141893993654125,22.82408552821034675,212.32032962950006549
23,2.13200000000006185,0.15247296864142482,0.12824371500743822,-0.85102725172743177,-0.06014386841942641,-0.02455607352486516,-0.03899399974394018,0.02727652889553848,0.15811736520682496,-0.47553782973400849,0.13687860322328660,0.08372190984550984,-0.47553782973400849,0.02300000000013824,5957.58157231303084700,3847.78018701541577684,175473.64372353296494111,0.74400902858914597,25.00110117994845993,226.13622750813084394
24,2.23100000000022192,0.16366837911721643,0.13444543490746755,-0.88715028456645539,-0.06344946332808722,-0.03154611784096718,0.00878288871073135,0.02263250758169681,0.12596675809336713,-0.36123032839023628,0.11195410475791617,0.06201719900029323,-0.36123032839023628,0.02199999999993452,6032.44287035331763036,3846.65476648429466877,177142.48946325574070215,0.51223039943556359,15.86762414455287384,130.48735014891792616
25,2.33200000000033469,0.17497983575381398,0.13820413596621015,-0.92773253101400954,-0.04324868481602524,-0.02341252714124910,0.10821250162152860,0.03774969218610984,0.11306037868730100,-0.40582246447554149,0.11311456636597550,0.03758701058742597,-0.40582246447554149,0.02300000000013824,6086.85068857286842103,3839.42263086583579934,178261.34968464999110438,1.42503926014604265,12.78264922891590594,164.69187267300213762
26,2.43000000000029104,0.18430141809988851,0.14559005657280424,-0.96368533643111021,-0.06673988034834796,-0.04177414360465301,0.18460177143991044,-0.00748118036150201,0.11869458287788300,-0.35952805417100664,0.09321582346074525,0.07385920606594099,-0.35952805417100664,0.02100000000018554,6121.14723341492663167,3833.49967245875222943,178927.29300518732634373,0.05596805960132328,14.08840400455463460,129.26042173599029184
27,2.53200000000015280,0.19401612422610454,0.15347988084443448,-0.99451474331963619,-0.03310142046947482,-0.09009722124628583,0.26130601392304625,-0.01321936443108900,0.12444971924288353,-0.30829406888525979,0.09714706126216027,0.07889824271630236,-0.30829406888525979,0.02199999999993452,6140.38510367863182182,3833.45337026198149033,179262.24023171531734988,0.17475159596194104,15.48773261963253489,95.04523290982930916
28,2.62800000000015643,0.20372230452429338,0.16210680246851908,-1.01208677019842463,-0.15935092607156470,-0.12108114796286942,0.26338727607451123,-0.02169938195303802,0.12803323041992243,-0.17572026878788449,0.09706180298188843,0.08626921624084599,-0.17572026878788449,0.01900000000023283,6151.34719757025686704,3838.64607424198584340,179370.22425311378901824,0.47086317714383213,16.39250809176094847,30.87761286288637308
29,2.72900000000026921,0.21324108891680715,0.16913927115427627,-1.03367178134995608,-0.04295919787540486,-0.14686348546384898,0.34241056230666539,-0.01171727863300688,0.11776668711553537,-0.21585011151531441,0.09518784392513774,0.07032468685757187,-0.21585011151531441,0.01999999999998181,6161.32004388297264086,3845.28643846370141546,179427.31399013669579290,0.13729461856351960,13.86899259416840380,46.59127064117366501
29,2.72900000000026921,0.22100456774350696,0.17682151667194990,-1.04414823323249228,0.00000000000000000,0.00000000000000000,0.00000000000000000,-0.01171727863300688,0.11776668711553537,-0.21585011151531441,0.09518784392513774,0.07032468685757187,-0.21585011151531441,0.01999999999998181,6161.32004388297264086,3845.28643846370141546,179427.31399013669579290,0.13729461856351960,13.86899259416840380,46.59127064117366501
