0.396872,1.84762,-0.0776509,-0.97762,0.778716,1.56027,-1.60813
0.396857,1.84713,-0.075578,-0.981828,0.78086,1.55981,-1.60799
0.397593,1.8476,-0.0757248,-0.982421,0.781339,1.55998,-1.60812
0.390996,1.83915,-0.0563934,-1.0139,0.798258,1.557,-1.60589
0.390339,1.83757,-0.0521482,-1.02141,0.802336,1.55636,-1.60547
0.391813,1.83845,-0.0533708,-1.02014,0.801736,1.55661,-1.6057
0.393346,1.8394,-0.0547534,-1.01859,0.801032,1.55695,-1.60595
0.394835,1.84027,-0.0560219,-1.01718,0.800459,1.55733,-1.60618
0.396323,1.84113,-0.0572874,-1.01574,0.79992,1.55776,-1.60641
0.397811,1.84197,-0.0585545,-1.01426,0.799412,1.55825,-1.60663
0.3993,1.84279,-0.0598215,-1.01274,0.798937,1.55879,-1.60685
0.400786,1.8436,-0.0610837,-1.0112,0.798498,1.55939,-1.60706
0.402278,1.84438,-0.0623402,-1.00963,0.798091,1.56004,-1.60728
0.403761,1.84514,-0.063569,-1.00807,0.797739,1.56075,-1.60748
0.405235,1.84586,-0.0647681,-1.00652,0.797444,1.5615,-1.60768
0.406826,1.84671,-0.0662738,-1.00445,0.796915,1.56236,-1.6079
0.408374,1.84748,-0.0676583,-1.00253,0.796521,1.56325,-1.60811
0.409823,1.84812,-0.0687748,-1.00101,0.796391,1.56415,-1.60829
0.411244,1.8487,-0.0698117,-0.999581,0.796362,1.5651,-1.60845
0.412648,1.84924,-0.0707936,-0.998208,0.79641,1.5661,-1.6086
0.414025,1.84974,-0.071713,-0.996901,0.796549,1.56715,-1.60873
0.415387,1.85019,-0.0725661,-0.995665,0.79677,1.56823,-1.60886
0.416732,1.85059,-0.0733442,-0.994515,0.797081,1.56935,-1.60896
0.418046,1.85094,-0.0740436,-0.993457,0.797495,1.57052,-1.60906
0.419338,1.85123,-0.0746594,-0.992498,0.798007,1.57172,-1.60913
0.420184,1.85099,-0.0741312,-0.99335,0.799556,1.57282,-1.60907
0.42124,1.85097,-0.0741242,-0.993326,0.800676,1.57404,-1.60906
0.422551,1.85121,-0.0747424,-0.992259,0.801273,1.57541,-1.60912
0.423731,1.85128,-0.0750056,-0.991729,0.802209,1.57677,-1.60913
0.424866,1.85127,-0.0751328,-0.991383,0.803292,1.57817,-1.60912
0.425966,1.8512,-0.0751555,-0.991171,0.804495,1.5796,-1.60909
0.427031,1.85105,-0.0750663,-0.991103,0.805823,1.58106,-1.60904
0.428062,1.85084,-0.0748561,-0.991194,0.80728,1.58256,-1.60897
0.429055,1.85056,-0.0745278,-0.991439,0.808869,1.58409,-1.60887
0.430007,1.8502,-0.0740794,-0.991842,0.81059,1.58565,-1.60876
0.430919,1.84978,-0.0735086,-0.992406,0.812446,1.58724,-1.60862
0.43148,1.84893,-0.0720427,-0.994373,0.81512,1.58876,-1.60837
0.432074,1.8481,-0.0706477,-0.996189,0.81776,1.59035,-1.60813
0.43298,1.84759,-0.0700087,-0.996755,0.81976,1.59209,-1.60796
0.433737,1.84689,-0.0689705,-0.997924,0.822136,1.59381,-1.60774
0.434441,1.84609,-0.0677735,-0.99931,0.824676,1.59557,-1.60749
0.435102,1.84523,-0.0664502,-1.00086,0.827355,1.59736,-1.60722
0.435722,1.84428,-0.0649873,-1.0026,0.830176,1.59917,-1.60693
0.436297,1.84325,-0.0633934,-1.00451,0.833138,1.601,-1.60661
0.436829,1.84215,-0.0616692,-1.00659,0.83624,1.60287,-1.60627
0.437316,1.84097,-0.059816,-1.00883,0.839482,1.60477,-1.60591
0.437759,1.83972,-0.0578348,-1.01125,0.842862,1.6067,-1.60552
0.437925,1.83813,-0.0551594,-1.01473,0.846879,1.60858,-1.60505
0.437983,1.8364,-0.0522056,-1.01861,0.851167,1.61047,-1.60454
0.438416,1.83506,-0.0501481,-1.02103,0.854693,1.61253,-1.60412
0.438691,1.83352,-0.0476829,-1.02405,0.858599,1.61458,-1.60365
0.438912,1.83189,-0.0450667,-1.02727,0.862662,1.61665,-1.60315
0.439095,1.83018,-0.0423197,-1.03066,0.866859,1.61875,-1.60263
0.439234,1.82839,-0.0394558,-1.03419,0.871183,1.62088,-1.60209
0.439333,1.82654,-0.0364775,-1.03786,0.875632,1.62304,-1.60153
0.43939,1.82462,-0.0333857,-1.04167,0.880205,1.62522,-1.60095
0.439405,1.82263,-0.030185,-1.04561,0.8849,1.62744,-1.60035
0.439381,1.82057,-0.0268776,-1.04967,0.889713,1.62969,-1.59973
0.439161,1.81827,-0.0230985,-1.05443,0.894965,1.63192,-1.59905
0.438727,1.81572,-0.0188124,-1.05995,0.900688,1.63413,-1.59832
0.438719,1.81362,-0.0155328,-1.06383,0.905558,1.63653,-1.59768
0.438557,1.81133,-0.0118671,-1.06827,0.910785,1.63892,-1.59699
0.438349,1.80895,-0.00807025,-1.07287,0.916144,1.64133,-1.59628
0.438108,1.80651,-0.00418669,-1.07757,0.921602,1.64377,-1.59555
0.437832,1.80401,-0.000219217,-1.08234,0.927159,1.64625,-1.59481
0.437523,1.80146,0.00382904,-1.08719,0.93281,1.64876,-1.59405
0.43718,1.79885,0.00795723,-1.09212,0.938555,1.65131,-1.59327
0.436803,1.79619,0.0121622,-1.09712,0.944391,1.6539,-1.59248
0.436393,1.79347,0.016442,-1.10218,0.950317,1.65652,-1.59168
0.435845,1.79059,0.0210346,-1.10768,0.956539,1.65914,-1.59083
0.434966,1.78732,0.0263783,-1.1143,0.963436,1.66169,-1.58992
0.434589,1.78459,0.0305621,-1.11905,0.969356,1.66447,-1.58909
0.434053,1.78166,0.0351329,-1.12436,0.975624,1.66724,-1.58823
0.433474,1.77867,0.0397892,-1.12974,0.981991,1.67004,-1.58735
0.432862,1.77563,0.0445045,-1.13517,0.988436,1.67288,-1.58646
0.432219,1.77255,0.0492716,-1.14061,0.994951,1.67576,-1.58555
0.431548,1.76943,0.0540865,-1.14608,1.00153,1.67869,-1.58463
0.43085,1.76626,0.0589426,-1.15155,1.00818,1.68167,-1.5837
0.430126,1.76307,0.0638368,-1.15702,1.01488,1.68469,-1.58275
0.429378,1.75983,0.068762,-1.16248,1.02163,1.68776,-1.58179
0.428625,1.75658,0.0736936,-1.16789,1.02842,1.69087,-1.58083
0.428003,1.75338,0.0784723,-1.17301,1.03503,1.69401,-1.57987
0.42724,1.75001,0.0835668,-1.17854,1.04194,1.69714,-1.57887
0.42645,1.7466,0.0886949,-1.18406,1.04889,1.70032,-1.57787
0.425643,1.74317,0.0938334,-1.18954,1.05588,1.70355,-1.57685
0.42482,1.73971,0.0989788,-1.19497,1.0629,1.70684,-1.57582
0.423977,1.73625,0.104115,-1.20032,1.06995,1.71019,-1.57478
0.423125,1.73276,0.109262,-1.20563,1.07703,1.71358,-1.57373
0.422256,1.72926,0.114394,-1.21085,1.08412,1.71705,-1.57267
0.421378,1.72575,0.119529,-1.21602,1.09124,1.72056,-1.57159
0.420489,1.72222,0.124656,-1.2211,1.09838,1.72414,-1.5705
0.419587,1.71869,0.129767,-1.2261,1.10554,1.72777,-1.5694
0.418681,1.71514,0.134875,-1.23103,1.11271,1.73146,-1.56828
0.417836,1.71176,0.139638,-1.23539,1.1197,1.73534,-1.56715
0.41691,1.7083,0.144518,-1.23986,1.12681,1.73926,-1.566
0.415941,1.7048,0.149446,-1.24433,1.134,1.74323,-1.56483
0.414963,1.70131,0.154352,-1.24871,1.1412,1.74727,-1.56363
0.413978,1.69781,0.159225,-1.25298,1.1484,1.75138,-1.56242
0.412988,1.69432,0.164062,-1.25712,1.15561,1.75556,-1.56119
0.411994,1.69084,0.16886,-1.26114,1.16281,1.75982,-1.55993
0.410996,1.68736,0.173615,-1.26503,1.17002,1.76415,-1.55865
0.409997,1.6839,0.178325,-1.26879,1.17722,1.76855,-1.55735
0.408998,1.68045,0.182998,-1.27243,1.18443,1.77301,-1.55602
0.408,1.67701,0.18762,-1.27593,1.19162,1.77756,-1.55466
0.40711,1.67371,0.191955,-1.27895,1.19864,1.78223,-1.55328
0.406168,1.67037,0.196348,-1.28199,1.20573,1.78695,-1.55186
0.40518,1.667,0.200782,-1.28502,1.21289,1.79173,-1.55041
0.404191,1.66365,0.205162,-1.2879,1.22005,1.79659,-1.54893
0.403207,1.66032,0.209476,-1.29062,1.22719,1.80153,-1.54741
0.402229,1.65702,0.21372,-1.29318,1.23433,1.80655,-1.54585
0.401256,1.65375,0.217894,-1.29558,1.24145,1.81165,-1.54426
0.400291,1.65051,0.221993,-1.2978,1.24855,1.81684,-1.54262
0.399337,1.6473,0.22603,-1.29986,1.25564,1.8221,-1.54094
0.398393,1.64412,0.229988,-1.30175,1.26272,1.82744,-1.53921
0.397457,1.64098,0.233863,-1.30346,1.26978,1.83287,-1.53743
0.396629,1.63799,0.23746,-1.30472,1.27669,1.83842,-1.5356
0.395786,1.63501,0.24102,-1.30586,1.28362,1.84405,-1.53371
0.394894,1.632,0.244621,-1.30698,1.29062,1.84973,-1.53177
0.39401,1.62903,0.248142,-1.30793,1.29762,1.8555,-1.52977
0.393142,1.62612,0.251553,-1.30867,1.3046,1.86136,-1.5277
0.392291,1.62324,0.254883,-1.30922,1.31157,1.86731,-1.52557
0.391457,1.62041,0.258114,-1.30957,1.31852,1.87333,-1.52337
0.390668,1.61762,0.261266,-1.30977,1.32543,1.87939,-1.52111
0.389963,1.61489,0.264329,-1.3098,1.33224,1.88543,-1.51882
0.389341,1.6122,0.267305,-1.3097,1.33896,1.89144,-1.51649
0.38878,1.60956,0.270207,-1.30946,1.34561,1.89745,-1.51412
0.388327,1.60704,0.27289,-1.3089,1.35211,1.90348,-1.5117
0.38789,1.60456,0.275517,-1.30824,1.35859,1.90953,-1.50922
0.387383,1.60201,0.278263,-1.3077,1.36516,1.91554,-1.5067
0.386874,1.59948,0.280974,-1.30709,1.37172,1.92157,-1.50412
0.386372,1.59699,0.283636,-1.30637,1.37828,1.92762,-1.50148
0.38589,1.59452,0.286255,-1.30557,1.38481,1.93366,-1.49879
0.38542,1.59207,0.288853,-1.30471,1.39132,1.93968,-1.49606
0.384973,1.58965,0.2914,-1.30376,1.39782,1.94571,-1.49326
0.38451,1.58726,0.293878,-1.30265,1.40434,1.9518,-1.49038
0.384049,1.58491,0.296304,-1.30144,1.41087,1.95792,-1.48742
0.3836,1.58259,0.298684,-1.30014,1.41739,1.96405,-1.48439
0.383221,1.58038,0.300861,-1.29853,1.42385,1.97024,-1.48127
0.382957,1.57825,0.302919,-1.29676,1.43017,1.97637,-1.47812
0.382715,1.57602,0.305156,-1.29523,1.43648,1.98231,-1.47499
0.382562,1.57379,0.307396,-1.29372,1.44267,1.98812,-1.47187
0.382497,1.57158,0.309628,-1.29222,1.44877,1.99379,-1.46876
0.382541,1.56936,0.311868,-1.29074,1.45473,1.99932,-1.46568
0.382631,1.56715,0.314114,-1.28928,1.46063,2.00474,-1.46259
0.382748,1.56493,0.316387,-1.28787,1.46648,2.01005,-1.45951
0.382883,1.56271,0.318689,-1.28652,1.47227,2.01526,-1.45643
0.383031,1.56047,0.321025,-1.28523,1.47803,2.02038,-1.45336
0.383185,1.55822,0.323391,-1.28398,1.48375,2.02541,-1.45029
0.38341,1.55602,0.325691,-1.28268,1.48936,2.03036,-1.44721
0.383724,1.5539,0.327877,-1.28127,1.49486,2.03524,-1.44413
0.383915,1.55162,0.330347,-1.2802,1.50044,2.03998,-1.44108
0.3841,1.5493,0.332893,-1.27926,1.506,2.04461,-1.43806
0.384271,1.54695,0.335511,-1.27842,1.51153,2.04915,-1.43506
0.384444,1.54457,0.338181,-1.27766,1.51702,2.0536,-1.43208
0.384614,1.54217,0.340896,-1.27697,1.52248,2.05796,-1.42912
0.384792,1.53975,0.343668,-1.27638,1.52788,2.06221,-1.42619
0.384973,1.5373,0.346494,-1.27587,1.53325,2.06637,-1.42328
0.385154,1.53483,0.349374,-1.27545,1.53857,2.07044,-1.42041
0.385348,1.53235,0.352285,-1.27509,1.54384,2.07443,-1.41756
0.385558,1.52986,0.355216,-1.27478,1.54905,2.07833,-1.41474
0.385871,1.52747,0.358003,-1.27432,1.55413,2.08217,-1.41192
0.386049,1.52489,0.3611,-1.27426,1.55928,2.08588,-1.40918
0.386183,1.52226,0.364303,-1.27433,1.56442,2.08951,-1.40648
0.386314,1.5196,0.367578,-1.27452,1.5695,2.09304,-1.40383
0.386436,1.5169,0.370919,-1.27481,1.57455,2.09648,-1.40122
0.386548,1.51416,0.374327,-1.27521,1.57955,2.09984,-1.39867
0.386646,1.5114,0.377797,-1.2757,1.58452,2.10313,-1.39615
0.386739,1.50859,0.381342,-1.27631,1.58943,2.10632,-1.39369
0.386822,1.50575,0.384954,-1.27703,1.5943,2.10942,-1.39129
0.386891,1.50288,0.388628,-1.27784,1.59912,2.11246,-1.38893
0.38696,1.49998,0.392365,-1.27876,1.60389,2.1154,-1.38664
0.387068,1.4971,0.396071,-1.27967,1.60857,2.11828,-1.38439
0.387124,1.49414,0.399913,-1.28077,1.61323,2.12108,-1.3822
0.387141,1.49113,0.403864,-1.28202,1.61787,2.1238,-1.38008
0.387151,1.48806,0.407894,-1.2834,1.62245,2.12643,-1.37804
0.387153,1.48497,0.411988,-1.28489,1.62697,2.12898,-1.37606
0.387147,1.48184,0.416147,-1.28648,1.63144,2.13146,-1.37415
0.387126,1.47867,0.420366,-1.28817,1.63586,2.13388,-1.3723
0.387095,1.47547,0.42466,-1.28998,1.64022,2.13621,-1.37053
0.387067,1.47223,0.42901,-1.2919,1.64451,2.13846,-1.36884
0.38701,1.46895,0.43344,-1.29394,1.64876,2.14065,-1.36722
0.386938,1.46564,0.437929,-1.29608,1.65296,2.14278,-1.36566
0.386859,1.4623,0.442468,-1.29831,1.6571,2.14484,-1.36417
0.386782,1.45894,0.447044,-1.30063,1.66118,2.14684,-1.36276
0.386664,1.45552,0.451737,-1.30311,1.66521,2.14876,-1.36144
0.38652,1.45204,0.456504,-1.30571,1.6692,2.15063,-1.36019
0.386367,1.44853,0.461345,-1.30843,1.67312,2.15242,-1.35903
0.386199,1.44498,0.466249,-1.31127,1.67698,2.15414,-1.35795
0.386019,1.44139,0.471218,-1.31422,1.68079,2.15581,-1.35696
0.385822,1.43777,0.47624,-1.31727,1.68454,2.15742,-1.35604
0.385616,1.43411,0.481333,-1.32044,1.68822,2.15895,-1.35522
0.385398,1.43041,0.486487,-1.32373,1.69184,2.16043,-1.35448
0.385155,1.42667,0.491708,-1.32713,1.69541,2.16185,-1.35383
0.384921,1.42291,0.496953,-1.33059,1.69891,2.16322,-1.35326
0.384689,1.41914,0.502229,-1.33415,1.70234,2.16453,-1.35276
0.384429,1.41531,0.507593,-1.33784,1.70571,2.16578,-1.35237
0.384147,1.41144,0.513034,-1.34166,1.70903,2.16697,-1.35207
0.383851,1.40753,0.518521,-1.34558,1.71229,2.16811,-1.35185
0.383563,1.40359,0.524062,-1.34961,1.71546,2.16918,-1.35174
0.383267,1.39962,0.529654,-1.35374,1.71857,2.17019,-1.35172
0.382954,1.39562,0.535294,-1.35798,1.72162,2.17115,-1.35179
0.382632,1.39159,0.54097,-1.36229,1.72462,2.17207,-1.35193
0.382298,1.38752,0.546702,-1.36673,1.72754,2.17293,-1.35218
0.38196,1.38343,0.552476,-1.37126,1.7304,2.17373,-1.35251
0.381598,1.37928,0.558323,-1.37592,1.7332,2.17448,-1.35295
0.381267,1.37516,0.564132,-1.38058,1.73593,2.17519,-1.35345
0.380943,1.37102,0.569978,-1.38534,1.73857,2.17584,-1.35405
0.380606,1.36682,0.575888,-1.39023,1.74114,2.17643,-1.35475
0.380271,1.36261,0.581827,-1.3952,1.74365,2.17697,-1.35555
0.379941,1.35838,0.587784,-1.40024,1.74609,2.17746,-1.35642
0.379617,1.35412,0.593778,-1.40538,1.74845,2.17789,-1.3574
0.379297,1.34984,0.599795,-1.4106,1.75074,2.17826,-1.35848
0.378974,1.34554,0.605836,-1.4159,1.75297,2.17859,-1.35964
0.378654,1.34123,0.611888,-1.42126,1.75513,2.17887,-1.36087
