loop_cont , time_coordinate , robot_x_position , robot_y_position , robot_yaw , robot_speed_x , robot_speed_y , robot_angvel , loop_x_direciton_Tcost:  , loop_y_direciton_Tcost:  , loop_theta_Tcost , loop_acc_x_Tcost , loop_acc_y_Tcost , loop_acc_theta_Tcost , loop_time_cost
1,17.13576364517211914,-0.00193612984898034,-0.00480512744412208,-0.01156431479580453,0.06988335455133016,0.07059971005623421,-0.04181758288992888,710.47960797581208681,56.44495749107754534,1450.18677483150281660,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.03181004524230957
2,17.15513658523559570,-0.00192933063985512,-0.00479808450381836,-0.01153323105472715,0.05250472182424211,0.05956258373000824,-0.12872963474855920,1111.98094713197951933,87.51620236174380807,2286.12808112135280680,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.01890540122985840
3,17.25455117225646973,-0.00192359417769494,-0.00479308764264337,-0.01156081392956928,0.07901336895062147,0.07902072870074886,-0.24111203288956165,1688.78818155390126776,132.85976993383303579,3468.79093985642612097,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.01832628250122070
4,17.35624289512634277,-0.00193838661143181,-0.00480821216259530,-0.01158811553896723,0.11302575741608574,0.10355950007400362,-0.37943538067588112,2476.01848903273003089,194.75545795976609043,5082.48045723642826488,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.01980447769165039
5,17.45696187019348145,-0.00188247160947741,-0.00476913575552645,-0.01184672703542304,0.15281390910465173,0.13218539420160597,-0.49999999465402867,3503.56050670947524850,275.53332447862800336,7189.60897676691456581,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02068829536437988
6,17.55570697784423828,-0.00147019457391478,-0.00481669946711461,-0.01314110496878711,0.19415264880472985,0.16677636200847445,-0.50000000000000000,4796.14388511729521269,377.52114596483249898,9844.69822189970727777,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.01934862136840820
7,17.65750718116760254,0.00123349006326368,-0.00465155323765166,-0.02080773099242460,0.19999997066755332,0.19999982932951829,-0.50000000000000000,6354.52027650526270008,502.17364995606806133,13075.36393190378475992,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02099776268005371
8,17.75812864303588867,0.00881616887089165,-0.00507304608305052,-0.04013134540715403,0.15509602332600644,0.19999999677871405,-0.50000000000000000,8160.02998250538075808,650.89323918685465742,16855.35469685611315072,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02161765098571777
9,17.85915040969848633,0.02080426234845340,-0.00374417237621458,-0.07222476037253023,0.07707343793886619,0.20000000000000001,-0.50000000000000000,10224.77819488668501435,817.18585574536996319,21137.11108887372392928,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02262544631958008
10,17.95939946174621582,0.03824241408618673,0.00014481273928285,-0.11008715299335338,-0.04908077227355818,0.20000000000000001,-0.50000000000000000,12546.14514286046687630,997.85337799866294972,25872.78436313768906984,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02313756942749023
11,18.06065249443054199,0.05783015933094676,0.00555695489504777,-0.15682144520456331,-0.16249974208564225,0.19999999848072919,-0.50000000000000000,15083.15309862315370992,1191.63147977550397627,30937.17921308210134157,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02420067787170410
12,18.16010069847106934,0.07552961373650668,0.01259346639261669,-0.21141573179320897,-0.19999999956389752,0.19999998568885685,-0.50000000000000000,17705.54699839077147772,1391.71987118690481111,36212.89465391429257579,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02371025085449219
13,18.25928568840026855,0.08919353858970802,0.02178226407097336,-0.26300804727390598,-0.20000000000000001,0.19999987556697776,-0.50000000000000000,20314.57119773292288301,1590.13494189057041694,41589.31328067897993606,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02283811569213867
14,18.36276340484619141,0.09851243444546354,0.03420084178490597,-0.30873029527061124,-0.18790905972763444,0.19962077963800656,-0.50000000000000000,22877.65276453424303327,1777.86568146160198012,46925.35198244302591775,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02648639678955078
15,18.45588326454162598,0.10093964148461887,0.05263812329235918,-0.35142737351022879,-0.04370779529718459,0.15672307781027939,-0.50000000000000000,25348.58411874160083244,1947.11316226759663550,52071.28562339644122403,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.01961135864257812
16,18.55937194824218750,0.09864394428266787,0.07371293573149075,-0.39933849674374511,0.11583182462279146,0.13450100244747304,-0.50000000000000000,27785.74950027411978226,2098.65693496612175295,56855.51127005271700909,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02295255661010742
17,18.65795063972473145,0.09153280002700870,0.09141290873221392,-0.45460817455726521,0.20000000000000001,0.19999999785450179,-0.50000000000000000,30195.14374093956575962,2224.23906702919066447,61169.16430894102086313,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02153825759887695
18,18.75908541679382324,0.08498188997967515,0.11037342286091385,-0.50723337388509571,0.20000000000000001,0.20000000000000001,-0.50000000000000000,32436.55361761220774497,2326.59925224944436195,64985.18631887592346175,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02264046669006348
19,18.86163473129272461,0.08108847019140017,0.12707864057018445,-0.55750510388662611,0.20000000000000001,0.20000000000000001,-0.50000000000000000,34380.57071534536953550,2403.66463440336292479,68209.28417768259532750,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02519965171813965
20,18.95837187767028809,0.08457882839453854,0.14224100175985549,-0.60074055683626038,0.20000000000000001,0.20000000000000001,-0.50000000000000000,35835.34938256909663323,2459.36131693562674627,70843.92658302449854091,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02188014984130859
21,19.05905127525329590,0.09697757411200686,0.15438657265220945,-0.64441021617710537,0.20000000000000001,0.19999999966727627,-0.50000000000000000,36878.57585160468443064,2491.72246032987322906,72885.04096663845120929,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02261567115783691
22,19.16053271293640137,0.11492494960058422,0.16519083337216861,-0.69328161553233414,0.20000000000000001,0.03236911762169330,-0.50000000000000000,37714.07715691164776217,2509.22144979331551440,74389.67708799225511029,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02405667304992676
23,19.26166391372680664,0.13672540867572153,0.17298760543737501,-0.74194461823534830,0.19999951875127933,-0.16436849374234414,-0.49999999382679305,38407.58743619094457245,2510.69373574732207999,75461.54125780482718255,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02525568008422852
24,19.35713720321655273,0.16183227963953370,0.17774256936905505,-0.79154426696617886,0.00758108804686215,-0.20000000000000001,-0.37735069952895356,39033.49989032518351451,2503.65415171943550376,76161.28722944537003059,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02074408531188965
25,19.46447682380676270,0.18585808386052666,0.17491308779242368,-0.83930600440355896,-0.19245113296951208,-0.20000000000000001,-0.17037447432045150,39551.97833784812246449,2483.98198407336303717,76569.25194886972894892,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02801251411437988
26,19.55949044227600098,0.20629213391219195,0.16624460215796108,-0.88480137014183191,-0.20000000000000001,-0.20000000000000001,0.04347118710963991,39911.07902000322064850,2468.79078449683856888,76767.20318696444155648,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02300500869750977
27,19.66195201873779297,0.22052184972278854,0.15220767961723944,-0.92062165460113177,-0.20000000000000001,-0.20000000000000001,0.18065686343742929,40062.18756525798380608,2460.87801825677479428,76831.91637464308587369,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02542495727539062
28,19.76250290870666504,0.22515753369772140,0.13936664622081668,-0.94486881410209178,-0.20000000000000001,-0.20000000000000001,0.24652044628047629,39955.82494667344872141,2461.81995468274817540,76840.37523602346482221,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02600312232971191
28,19.76250290870666504,0.22273005957721637,0.13313370246859701,-0.95950704586876934,0.00000000000000000,0.00000000000000000,0.00000000000000000,39955.82494667344872141,2461.81995468274817540,76840.37523602346482221,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.02600312232971191
