1.41033,1.0569,0.65921,0.370407,0.140165
1.40317,1.0511,0.655432,0.370469,0.140163
1.40317,1.05119,0.655489,0.370469,0.140162
1.4041,1.05206,0.65608,0.370466,0.140163
1.40501,1.05291,0.656659,0.370463,0.140163
1.40587,1.05372,0.657205,0.37046,0.140164
1.40672,1.05453,0.657746,0.370455,0.140163
1.40757,1.05534,0.658285,0.37045,0.140163
1.40842,1.05616,0.65882,0.370445,0.140163
1.40927,1.05698,0.65935,0.370438,0.140164
1.41011,1.05781,0.659876,0.37043,0.140163
1.41094,1.05863,0.660395,0.370424,0.140165
1.41177,1.05945,0.660909,0.370415,0.140164
1.41259,1.06027,0.661412,0.370405,0.140163
1.41313,1.06087,0.661766,0.370399,0.140166
1.41385,1.06162,0.662212,0.370387,0.140163
1.41464,1.06242,0.662689,0.370376,0.140165
1.41535,1.06317,0.663124,0.370363,0.140162
1.41603,1.0639,0.663544,0.370353,0.140165
1.4167,1.06462,0.66395,0.370341,0.140165
1.41734,1.06532,0.664341,0.370327,0.140165
1.41795,1.06601,0.664715,0.370313,0.140164
1.41854,1.06668,0.665076,0.370299,0.140164
1.4191,1.06733,0.665418,0.370285,0.140165
1.41962,1.06796,0.665742,0.37027,0.140165
1.41995,1.06843,0.66596,0.370254,0.140163
1.42037,1.06898,0.666219,0.37024,0.140164
1.42085,1.06959,0.666517,0.370222,0.140163
1.42125,1.07012,0.666762,0.370205,0.140162
1.4216,1.07063,0.666984,0.370189,0.140165
1.42191,1.07111,0.667183,0.370171,0.140164
1.42218,1.07156,0.667359,0.370155,0.140166
1.42241,1.07198,0.667513,0.370135,0.140162
1.4226,1.07238,0.667642,0.370116,0.140162
1.42274,1.07274,0.667748,0.370098,0.140163
1.42284,1.07307,0.667829,0.370079,0.140163
1.42278,1.07329,0.667824,0.370063,0.140166
1.42272,1.0735,0.667815,0.370043,0.140165
1.42275,1.07379,0.667854,0.370021,0.140163
1.42267,1.074,0.667836,0.370002,0.140163
1.42254,1.07417,0.667789,0.369982,0.140165
1.42236,1.07431,0.667715,0.369961,0.140163
1.42213,1.07442,0.667615,0.369941,0.140164
1.42185,1.0745,0.667489,0.369921,0.140166
1.42152,1.07454,0.667335,0.369899,0.140164
1.42115,1.07455,0.667155,0.369879,0.140166
1.42072,1.07452,0.666947,0.359617,0.140163
1.42016,1.0744,0.666668,0.359592,0.140165
1.41953,1.07424,0.666357,0.359566,0.140165
